Titolo;URL;Timestamp;User;(Testo Citato);TESTO;Costruttore;Modello;Sentiment;Brand;Interni;Esterni;Meccanica;Prestazioni;Consumi/Autonomia;Motore;Elettrico;Fuoristrada;Elettronica di Bordo;Manutenzione;Assistenza/Concessionari
400 cavalli per la Mercedes SLK 55 AMG!!!;https://www.bmwpassion.com/forum/threads/400-cavalli-per-la-mercedes-slk-55-amg.25860/;26/04/2006 00:00;Bolletta;"""Secondo me o si è innamorati alla follia della Mercedes e dell'SLK oppure quei soldi si spendono in altro modo. Ne dico due a caso... M5 e GT3.""";"Mercedes presenta una versione potenziata alleggerita e incattivita della SLK 55 AMG. Il motore V8 guadagna 40 cavalli e 10 Newtonmetri rispetto alla normale SLK 55 ( ora la potenza massima è di 400 cv mentre la coppia massima è di 520 Nm ) . Il peso scende di 45 kg ( ora 1.485 kg ) grazie anche alla sostituzione del tetto a scomparsa in metallo con un hardtop in fibra di carbonio che permette di eliminare anche il meccanismo di ripiegamento del tetto. Il carbonio viene usato anche per altri elementi della carrozzeria ( ad esempio i passaruota anteriori allargati ) . Il risparmio di peso non è certo enorme ma almeno viene ottenuto nella parte alta dell'auto cosa che permette di abbassare il baricentro. All'esterno si nota il nuovo e più vistoso spoiler anteriore con prese d'aria più ampie che alimentano anche i radiatori dell'olio della trasmissione e dello sterzo. I passaruota diventano più larghi e alloggiano nuovi cerchioni forgiati da 19"" con pneumatici da 235/35 ZR 19 ( anteriore ) e 265/30 ZR 19 ( posteriore ) . Le prestazioni: da 0-100 km/h in 4 5 secondi ( -0 4 ) da 0-200 km/h in 15 5 secondi ( -2 secondi rispetto alla versione standard ) . Sarà disponibile da luglio ad un prezzo un po' ""problematico"": 107.300 € in Germania ( 115.000 € circa in Italia ) . Con questi soldi si comprano ben altre auto: ad esempio una Porsche 911 GT3. Oppure aggiungendo 5.000 € si prende una Corvette Z06 e una Slk 200 Kompressor. Un vero affare. ";Mercedes;SLK;positivo;;;positivo;positivo;positivo;;;;;;;
... e fu Giulietta M-Air Distinctive;https://www.autopareri.com/forums/topic/42484-e-fu-giulietta-m-air-distinctive?&page=8#comments;05/04/2011 09:52;stev66;;Sicuramente l'AR è più attizzante di qualsiasi cetanica...ma a mio parere scendendo da quel kart che è Mini ( quando va.. ) non rischi di essere un pò deluso ? Giulietta 1.4 Mair turbo è un'ottima GT ma non una quasi Sport come la Mini. ;Alfa Romeo;Giulietta;positivo;positivo;;;;;;;;;;;
Ho gestito una rigenerazione (2.2 SkyD) - se può servire.;https://forum.quattroruote.it/threads/ho-gestito-una-rigenerazione-2-2-skyd-se-pu%C3%B2-servire.105981/page-2;09/09/2016 00:00;elancia75;"""Prima di riportare quanto si legge bisognerebbe valutarne la plausibilità: se il trafilaggio avvenisse verso il filtro non potrebbe causare la diluizione dell'oli essendo il filtro posizionato sulla linea di scarico. Stessa cosa per l'assunzione che il trafilaggio avvenga solo nel momento dell'interruzione di una rigenerazione.""";"Quindi i casi a cosa erano dovuti a trafilaggio nella coppa ? Magari hai Googolato di più o eri su mazdaclub quando io ero in Honda sicuramente sei più informato. Il trafilaggio ho letto sembra esserci stato di sicuro e portava ad una diluizione dell'olio nonchè lo stesso era legato alle interruzione delle rigenerazioni. Se puoi smentire queste ultime mie ""convinzioni"" tuttavia con link e riferimenti precisi non posso che essere felice. ";Mazda;;negativo;;;;;;;;;;;negativo;
Acquistare NIU NGT approfittando del contributo rottamazione;https://www.forumelettrico.it/forum/acquistare-niu-n-ngt-t5304-10.html?sid=80233967bf2f37948b8137fd9645e4e7&sid=80233967bf2f37948b8137fd9645e4e7;07/05/2019 12:00;Andreaxxyxx;"""borgiaz ha scritto:L'unica possibile soluzion dal momento che ogni singolo concessionario compra da ksr e poi paga iva e tasse in Itali si attivi per diventare esso stesso titolare del credito di impost in quanto di fatto diventa importatore e distributore per l'Itali come richiesto dalla legge di bilancio.Chiarissimo. ""L'unica possibile soluzion dal momento che ogni singolo concessionario compra da ksr e poi paga iva e tasse in Itali si attivi per diventare esso stesso titolare del credito di impost in quanto di fatto diventa importatore e distributore per l'Itali come richiesto dalla legge di bilancio.""";Lo sto suggerendo come strada alternativa al mio concessionario che al momento in accordo con KSR ha inserito sul portale ECOBONUS un primo cliente e insieme stanno valutando il funzionamento del portale. Mi dicono che ancora non sanno se alla fine il portale funzionerà e genera un credito di imposta e di attendere qualche giorno. Speriamo bene sono fiducioso.;Niu;NGT;neutro;neutro;;;;;;;;;;;
Problema cambio EDC - Megane;https://forum.quattroruote.it/threads/problema-cambio-edc-megane.64660/page-4;09/09/2012 00:00;matrix2179;;Ciao anche a me il cambio fa le stesse cose e devo dire che sono davvero :evil: nero ! ! ! Se avessi letto questo post prima avrei di sicuro scelto il manuale. Nella maggior parte dei casi in partenza strattona e a volte lascia la frizione talmente velocemente che per poco non si spegne il motore ! ! ! Ogni qual volta sento la grattata mi si accappona la pelle ! Nel mio caso si presenta tra la 1^ e la 2^ soprattutto se faccio salire i giri motore lentamente al contrario se schiaccio il pedale dell'acceleratore stranamente non si sente niente. Altra cosa strana... in modalità sequenziale non lo fa mai ! La settima prox andrò in officina ma a sto punto già immagino le risposte. ;Renault;Megane;negativo;;;;molto negativo;;;;;;;negativo;
C3 - Allarme raffreddamento e ventola in funzione al massimo;https://forum.quattroruote.it/threads/c3-allarme-raffreddamento-e-ventola-in-funzione-al-massimo.113479/;12/03/2018 00:00;maurro69;;Basta avvicinare il sensore della misurazione del Co che hanno i meccanici alla vaschetta radiatore aperta se rileva Co è la guarnizione il termostato apre tutto ? ;Citroen;C3;neutro;;;;;;;;;;;;
Scarsa visibilità delle auto moderne (sensori telecamere...);https://www.autopareri.com/forums/topic/60970-scarsa-visibilit%C3%A0-delle-auto-moderne-sensori-telecamere?&page=5#comments;01/04/2016 14:01;Ario_;;"IMO è anche una questione di desing. Credo che facendo auto meno ""stondate"" si avrebbe una maggiore percezione degli ingombri. Ad esempio se il cofano invece di essere curvo verso il basso fosse dritto come negli anni 90 lo vedresti anche dal posto guida tanto più che è lungo un paio di metri. Allo stesso modo mi domando se il montante C dev'essere così largo solo per questioni di sicurezza o se c'è anche la voglia di fare linee di cintura all'insù. ";;;negativo;;;negativo;;;;;;;;;
Lancia Ypsilon M.Y. 2018;https://www.autopareri.com/forums/topic/64432-lancia-ypsilon-my-2018?&page=23#comments;07/12/2018 13:39;AndreaB;;"Curiosità mia: oggi ho visto passare una bisarca carica di Ypsilon e quelle che non avevano i cerchi in lega montavano dei cerchi in ferro simili a quelli della Panda 4x4 attuale... E' una ""novità recente o è così già da tempo ? Tra l'altro quei cerchi senza la calotta centrale copri bulloni sono decisamente più ""intriganti""...... ";Lancia;Ypsilon;positivo;;;positivo;;;;;;;;;
Alfa GT Face Lift;https://www.autopareri.com/forums/topic/14670-alfa-gt-face-lift?&page=12#comments;05/10/2005 07:22;Betha23;;Paradossalmente il 2.8 è il motre da cui GM è riuscita a tirare fuori piu potenza .......... anche grazie alla messa a punto di saab ! ;Alfa Romeo;GT;positivo;positivo;;;;positivo;;positivo;;;;;
La percorrenza delle nostre Honda: Aggiornamento in progress;https://forum.quattroruote.it/threads/la-percorrenza-delle-nostre-honda-aggiornamento-in-progress.49981/page-21;10/11/2014 00:00;jumppp;;Accord Tourer 2.0 I-vtec dopo quasi due anni e mezzo passato il traguardo dei 30.000 km. Nulla da segnalare. Sull'extraurbano consumo sempre intorno a 6.2 l per 100/km come da cdb ( un po' più un po' meno dipende da quanto si schiaccia ) . ;Honda;Accord;neutro;;;;;;neutro;;;;;;
Alfa Romeo Giulietta (Topic Ufficiale - 2009);https://www.autopareri.com/forums/topic/36127-alfa-romeo-giulietta-topic-ufficiale-2009?&page=17#comments;02/12/2009 15:02;GIAMPIERO;;Bella direi ma senza gridare al miracolo soprattutto il frontale con quei fari un po' anonimi non in sintonia con lo spirito sportivo. Solo a me la fiancata e il montante posteriore ricordano l'Infiniti EX ? ;Alfa Romeo;Giulietta;negativo;;;negativo;;;;;;;;;
Nuova Kia Rio 2011;https://forum.quattroruote.it/threads/nuova-kia-rio-2011.53302/page-84;12/03/2012 00:00;mapo18;"""Costa 13500 +metallizzato + tasse farebbe 14400. Mi fa lo sconto di 2000 della casa + 2000 per l'usato quindi 10400. E' un'Ibiza del 2002 tenuta abbastanza bene con 140000 km. Quindi penso che sia una buona offerta!""";ciao beh è proprio un bello sconto e poi è in pronta consegna quindi se fossi in te la prenderei subito ! ;Kia;Rio;positivo;;;;;;;;;;;;positivo
OPTIONAL  boxster 2700 2001;http://www.porschemania.it/discus/messages/502415/216613.html?1168640024;12/01/2007 23:13;eckem_1630;;Che codici sono 135 e 984 ? Chi me lo rivela ? Ho gi\xe0 cercato nelle liste ma non li ho decodificati. LUIGI;Porsche;Boxter;neutro;;;;;;;;;;;;
Abarth Grande Punto (Topic Ufficiale - 2007);https://www.autopareri.com/forums/topic/25060-abarth-grande-punto-topic-ufficiale-2007?&page=102#comments;11/02/2008 12:55;Regazzoni;;Dipende da motore e motore ma io nell'urbano se cambio a 3000 giri viaggio parecchio brillante. Guida tranquilla è 1000 giri più giù. ;Abarth;Grande Punto;positivo;;;;;positivo;;neutro;;;;;
Acquisto serie 1 nuova;https://forum.quattroruote.it/threads/acquisto-serie-1-nuova.110276/page-2;05/05/2017 00:00;isimtuning;'Mia è questa. Pensavo fosse base con pacchetto busones e il resto tutto optional';Bella configurazione in pratica mancano solo pacchetto luci e pacchetto portaoggetti. Hai pure i 382 che erano i miei preferiti. La mia ha molte meno cose però il prezzo era buono e difficile da rifiutare. In realtà sotto all'Unique avevano fatto l'allestimento Joy per abbassare la soglia di ingresso ma era veramente povero non aveva neppure i fendinebbia. Poi dipende dal model year la mia è un fine 2012 e ricordo che dopo pochi mesi con quel pacchetto davano in più il navi Business da 6 5' invece della radio Professional... La tua immagino sia più recente. ;BMW;Serie 1;positivo;;positivo;;;;;;;;positivo;;
DIESELGATE: Prestazioni e consumi prima e dopo aggiornamento;https://forum.quattroruote.it/threads/dieselgate-prestazioni-e-consumi-prima-e-dopo-aggiornamento.101305/page-4;19/10/2016 00:00;acenry;;Secondo me stanno solo prendendo tempo e buttando fumo negli occhi... Tutti autorità competenti ed il gruppo automobilistico in questione. Non credo proprio che verremo costretti ad aggiornare un giorno. Anche la famosa lettera che noi clienti truffati abbiamo ricevuto è molto rassicurante e specifica che le macchine sono sicure e libere di circolare. Tutto fumo negli occhi... Come d'altronde temo sia il fantomatico aggiornamento. ;;;negativo;;;;;;;;;;;;
Lancia Delta Facelift (Topic Ufficiale - 2011);https://www.autopareri.com/forums/topic/27109-lancia-delta-facelift-topic-ufficiale-2011?&page=225#comments;09/04/2008 14:58;Dodicicilindri;;Ottimo paragone: rende davvero l'idea di come vengano portate in giro per tutta Italia alla bisogna :lol: ;Lancia;Delta;neutro;;;;;;;;;;;;
NOKXIS: nuovo parco auto;https://www.autopareri.com/forums/topic/33308-nokxis-nuovo-parco-auto?&page=2#comments;14/04/2009 18:58;Popy;;Personalissima opinione ? Tuo zio ti ha rifilato 2 bidoni unici ! ! ! Ho letto tanti di quei difetti che hai che nemmeno in tutte le auto di parenti/amici/colleghi li ho mai sentiti ! Fatti un favore lascia perdere fiat e vai di starniere così finalmente vivrai sereno. Senza polemica eh ! ;Fiat;;negativo;negativo;;;;;;;;;;;
Renault Clio Sporter 2012;https://www.autopareri.com/forums/topic/48900-renault-clio-sporter-2012?&page=14#comments;21/01/2014 21:52;Vogliote1970;;Salve a tutti ! nei prossimi giorni ordinerò una clio sporter ma dato che non è stato possibile provarla volevo sapere se qualcuno ha acquistato un diesel da 75 cavalli per capire se il motore ha sufficiente potenza per la massa dell'auto. Grazie a chi mi risponderà ! ;Renault;Clio;neutro;;;;;neutro;;neutro;;;;;
[RISOLTO] Indice di bonta' del rendimento. Cosa ne pensate?;https://www.autopareri.com/forums/topic/4739-risolto-indice-di-bonta-del-rendimento-cosa-ne-pensate?&page=2#comments;14/02/2004 13:11;frallog;;Forse quelle che scrivo sono delle stupidaggini WWW_Wal. Per questo mi scuso in anticipo. Vado sul filo dei ricordi. Dunque la forza resistente di un corpo immerso un un fluido dovrebbe essere del tipo: Fr = A v + B v^2 + C v^3 +..... dove A &gt &gt B &gt &gt C &gt &gt ..... ( come deve essere nello sviluppo di una serie convergente ) Al divergere della velocita' il termine in v^2 cresce e diventa paragonabile al termine in v nonostante A&gt &gt B. Ora mi sembra di ricordare che nel caso dell'aria il termine in v^3 diventa significativo solo a velocita' ipersoniche ( mach 4-5 ) . Sempre nel caso dell'aria mi sembra ancora che il termine in v^2 diventa significativo solo a velocita' transoniche ( da mach 0 9 in poi ) . Cosi' per velocita' comprese tra 0 e 400Km/h dovrebbe rimanere valido solo il termine in v. Ovvero: Fr = A v = Cx Sz v Cioe' io ritengo che alle velocita' automobilistiche la forza resistente possa essere considerata proporzionale alla velocita'. Cx e' il famoso fattore di forma e Sz e' la sezione frontale dell'auto. Il lavoro compiuto dal veicolo per vincere tale forza e' pari a: L = F*ds = F*ds/dt dt = F*v dt per cui la potenza assorbita ad una data velocita' sara': W=dL/dt = F*v = Cx Sz v^2 Spero di non aver detto troppe stupidaggini perche' ripeto ho improntato la discussione solo su reminiscenze lontane ( provenienti tra l'altro dal mondo dell'aereomodellismo..... ) Detto questo va anche aggiunto che non tutta la potenza viene assorbita dall'impatto con l'aria ma anzi che una buona parte della potenza viene assorbita da attriti interni del motore ( la famosa curva del rendimento meccanico nm del motore stesso ) nonche' un'altra buona percentuale viene dispersa sotto forma di calore espulso come gas combusto. ( In questo i turbo migliorano parecchio le cose proprio perche' utilizzano il calore del gas combusto per compiere lavoro meccanico calore che altrimenti andrebbe semplicemente disperso ) . Allora per fare un discorso veramente bilanciato bisognerebbe trattare i seguenti punti: W = Wchim - ( Wae + Wai + Wq ) dove Wchim e' ancora una volta la potenza del potenziale chimico a disposizione Wae e' la potenza assorbita esternamente dall'aria potenza precedentemente espressa Wai e' la potenza dispersa in attriti interni del motore infine Wq e' la potenza dissipata direttamente sotto forma di calore sia dalle pareti del motore sia dal radiatore sia infine come dai gas combusti ) Come si vede un discorso di questo tipo validissimo in teoria manca dei dati che formano il presupposto per poi effettuare i calcoli nel mondo reale. E' chiaro che quello espresso e' altresi' solo un indice di massima. Regards Francesco ;;;neutro;;;;neutro;;;;;;;;
la batcaverna 635csi &co;https://www.bmwpassion.com/forum/threads/la-batcaverna-635csi-co.85405/page-175;25/03/2004 00:00;batmobile;'cioè è possibile acquistare oggi dei cerchi nuovi non originali che siano identici a quelli di 25 anni fa ?';ancora no.... ma lo diventera' ! ;;;negativo;;;;;;;;;;;;
Volkswagen Golf R 2013;https://www.autopareri.com/forums/topic/52604-volkswagen-golf-r-2013?&page=3#comments;20/08/2013 17:25;kire_06;;Davvero banalotta concordo con chi dice che a livello visivo non trasmette minimamente i 300 cv che si ritrova sotto il cofano. La GTI è decisamente più caratterizzata e aggressiva PS: imho trovo più interessante la vecchia VI R anche se nessuna è ancora riuscita a scalfire il fascino della vecchia IV R ;Volkswagen;Golf;negativo;;;negativo;;;;;;;;;
Abarth 124 rally RGT;https://forum.quattroruote.it/threads/abarth-124-rally-rgt.106123/page-27;10/07/2018 00:00;pilota54;;https://www.facebook.com/video.php ? v=2047933842184751 ;Abarth;124;neutro;;;;;;;;;;;;
Annuntio vobis gaudium magnum......;http://www.porschemania.it/discus/messages/815/585656.html?1322257284;11/11/2011 18:19;alessmacc;;Complimenti Franco anche da parte mia...da quanto \xe8 che gli stavi dietro ? ? Sei riuscito a tenerti tutto dentro fino a che non l'hai finalmente presa ! ! Hai fatto mooooltoooo bene...non mi sembra di averlo letto e quindi ti chiedo di che anno \xe8 e quanto km ha la tua nuova giallona ? Saluti;;;positivo;;;;;;;;;;;;
Nissan GT-R SpecV (Topic Ufficiale - 2009);https://www.autopareri.com/forums/topic/31993-nissan-gt-r-specv-topic-ufficiale-2009?&page=2#comments;08/01/2009 22:24;boygrunge;;"ho visto ( e sentito ) dal vivo la verisone normale a Hong Kong.. beh.. mostruosa..il motore ai bassi sembra.. un temporale e ha sta linea ""cattiva"". in più da vivo è ben più ""enorme"" di come sembri in foto. questa dev'essere veramente da numeri ! ! ";Nissan;GT-R;positivo;;;positivo;;;;molto positivo;;;;;
Pesi BMW serie 3 al rialzo...;https://www.autopareri.com/forums/topic/15879-pesi-bmw-serie-3-al-rialzo?&page=6#comments;06/11/2005 22:26;ACS;;meglio di così non lo potevi spiegare... se vogliono capire la capiscono ma tanto è colpa di berlusconi... :b26 ;BMW;Serie 3;neutro;;;;;;;;;;;;
La mia Y10;https://www.autopareri.com/forums/topic/3086-la-mia-y10;17/11/2003 13:40;126/131;;...e la 4x4 che accessori aveva ? ? ? ? ? ....non c'erano anche gli interni in pelle ? : ;Autobianchi;Y10;neutro;;neutro;;neutro;;;;;;;;
"Freno di stazionamento: le varie tipologie di ""freno a mano""";https://www.autopareri.com/forums/topic/57676-freno-di-stazionamento-le-varie-tipologie-di-freno-a-mano?&page=2#comments;23/02/2015 12:24;TonyH;;non al 100%. Sulla w204 non posso fare la prova per motivi tecnici ( automatica ) Sull w203 mi ricordo un giorno che premetti la frizione PRIMA di togliere il freno a mano e l'auto iniziò a muoversi edit: googlando lo danno a ganasce tipo tamburo inserito nel disco. ma ha un comportamento troppo strano. anche tirato a volte l'auto riesce ad avere qualche movimento di assestamento. Sono le uniche con cui mi sia mai capitato questo fenomeno. ;;;negativo;;;;negativo;;;;;;;;
mazda cx 5;https://forum.quattroruote.it/threads/mazda-cx-5.91964/;05/11/2014 00:00;melego73;;Beh indipendente dal motore ecc difficile che faccia i 14 se la usi SOLO in citta'. Ma sono poche le auto di una certa cilindrata e potenza con un certo peso che ci riescono. Sara' gia' difficile che li faccia nel misto. ;Mazda;CX-5;negativo;;;;;;negativo;;;;;;
MAZDA 3 exceed 2.2D - prime impressioni;https://forum.quattroruote.it/threads/mazda-3-exceed-2-2d-prime-impressioni.103970/page-25;17/06/2016 00:00;g.fabbri;;Vedi un po' qui... http://www.mazdaclub.it/forum/viewtopic.php ? f=163&t=23487 ;Mazda;3;neutro;;;;;;;;;;;;
Museo Alfa Romeo: finalmente il TAR ha respinto il vergognoso ricorso contro il vincolo.;https://forum.quattroruote.it/threads/museo-alfa-romeo-finalmente-il-tar-ha-respinto-il-vergognoso-ricorso-contro-il-vincolo.49441/page-169;31/03/2013 00:00;SZ.;'Il sito mi dice che ho superato 10 Quote. Vediamo se riesco a fare qualcosa per postare le altre foto.';"Ciao Giampi Credo che puoi ovviare ripartendo con un nuovo messaggio scegliendo ""rispondi"" anziche' ""riporta"" ";Alfa Romeo;;neutro;;;;;;;;;;;;
Mondiale F.1 2019 - GP del Bahrain;https://forum.quattroruote.it/threads/mondiale-f-1-2019-gp-del-bahrain.121875/page-18;02/04/2019 00:00;pilota54;'Il buco sopra la testa del pilota in Ferrari è molto piccolo ...';Vuoi dire l'aeratore delle trombette di aspirazione ( airscope ) ? Mah non ci ho fatto molto caso. Lo rivedrò anche a confronto con gli altri. ;;;neutro;;;;;;;;;;;;
159 gta;https://www.bmwpassion.com/forum/threads/159-gta.13255/page-5;02/06/2003 00:00;Gabri343;"Amante-Audi ha scritto: Andras ha scritto: Mpower3246 ha scritto: Twin Spark ha scritto: ke vuoi ke t dica...nn mi fa d fare 1000 pagine d topic... aspetteremo e vedremo..... Credi veramente che una GTA possa mai infastidire una M3 ? Lascia perdere va... Se uno sceglie l'Alfa lo fa perchè costa meno...parliamoci chiaro... Se Alfa mette un paio di girelle ad un 2 V6 e la TI come prestazioni (non cavalleri prestazioni) sarà in linea all'attuale ///M3 E4 unici problemi 1) va a competere con 2 girelle su un 2 contro un 2 aspirato 2) se.....se......se.....se.....se.....se.....se: io lo dirò fino allo sfinimento: l'Alfa Romeo di oggi NON merita la passione dei ragazzi che vivono per lei: è comodo e facile far leva su persone appassionate che più le deludi più rinfocoli la loro passione.........con BMW è divers passione e perfezione (impossibile da raggiungere ma comeunque il traguardo è quello) procedono di pari pass se cominciano a scazzare i modelli a Monaco non c'è passione che teng le vendite finiscono nel cesso. 3) ricordiamo sempre che mentre è certo che l'///M3 E90 avrà il V8 aspirato da 4 litri e 400cv (abbondanti) ancora NON si sa quale sarà la configurazione definitiva della 159GTA. Ciauz ... E resta sempre che la RS4 di cavalli ne avrà 420 aspirati alla faccia vostra e la 159 GTA resta cmq una bella macchina e se siamo tutti un minimo obbiettivi non si puo' dire di no! Anche a prestazioni non dovrebbe essere male quindi fanculo i pregiudizi e w i gusti personali delle persone... A me non me ne sbatte un ca**o se su 6 prove di accelerazione le vince tutte e 6 la M a me piace la Rs4 e se c'ho i soldi mi prendo quella perchè M3 è si bell ma a me un trazione posteriore mi trasmette meno sicurezza di un integrale che cmq li ho provati tutti e due e non potete dire di n sulla pioggia e sulla neve il TP è penalizzato. E zitti. Perchè se non fosse per il controllo della trazion 3/4 di quelli col mercede ferrar bmw ecc... starebbero 15min a fare cerchietti per terra prima di partire... e concludo dicendo che non so cosa centra questo con l'argomento del topic e sinceramente non capisco perchè in ogni sacrosanto tread si finisce a parlare che la M3 è meglio di questo o di quello... a momenti è meglio la M3 della Veyron...... Ciccio non siamo su Inaudit sei il benvenuto tra noi a patto che vai a dire di star zitto a qualche quaterna d'anelli e non a qualche doppia elica. E se ti rode che Audi non sa dove si comincia per fare un 2 aspirato con 343cv prenditela con quei rincoglioniti di Ingolstadt. Saluti... E se ti rode che BMW non sa da dove si comincia per fare un 2.7 biturbo da 380cv prenditela con quei bovari dei bavaresi ^^ Ovviamente detto in toni scherzosi (se non si nota ho pure ricalcato la struttura della tua frase) "" Amante-Audi ha scritto: Andras ha scritto: Mpower3246 ha scritto: Twin Spark ha scritto: ke vuoi ke t dica...nn mi fa d fare 1000 pagine d topic... aspetteremo e vedremo..... Credi veramente che una GTA possa mai infastidire una M3 ? Lascia perdere va... Se uno sceglie l'Alfa lo fa perchè costa meno...parliamoci chiaro... Se Alfa mette un paio di girelle ad un 2 V6 e la TI come prestazioni (non cavalleri prestazioni) sarà in linea all'attuale ///M3 E4 unici problemi 1) va a competere con 2 girelle su un 2 contro un 2 aspirato 2) se.....se......se.....se.....se.....se.....se: io lo dirò fino allo sfinimento: l'Alfa Romeo di oggi NON merita la passione dei ragazzi che vivono per lei: è comodo e facile far leva su persone appassionate che più le deludi più rinfocoli la loro passione.........con BMW è divers passione e perfezione (impossibile da raggiungere ma comeunque il traguardo è quello) procedono di pari pass se cominciano a scazzare i modelli a Monaco non c'è passione che teng le vendite finiscono nel cesso. 3) ricordiamo sempre che mentre è certo che l'///M3 E90 avrà il V8 aspirato da 4 litri e 400cv (abbondanti) ancora NON si sa quale sarà la configurazione definitiva della 159GTA. Ciauz ... E resta sempre che la RS4 di cavalli ne avrà 420 aspirati alla faccia vostra e la 159 GTA resta cmq una bella macchina e se siamo tutti un minimo obbiettivi non si puo' dire di no! Anche a prestazioni non dovrebbe essere male quindi fanculo i pregiudizi e w i gusti personali delle persone... A me non me ne sbatte un ca**o se su 6 prove di accelerazione le vince tutte e 6 la M a me piace la Rs4 e se c'ho i soldi mi prendo quella perchè M3 è si bell ma a me un trazione posteriore mi trasmette meno sicurezza di un integrale che cmq li ho provati tutti e due e non potete dire di n sulla pioggia e sulla neve il TP è penalizzato. E zitti. Perchè se non fosse per il controllo della trazion 3/4 di quelli col mercede ferrar bmw ecc... starebbero 15min a fare cerchietti per terra prima di partire... e concludo dicendo che non so cosa centra questo con l'argomento del topic e sinceramente non capisco perchè in ogni sacrosanto tread si finisce a parlare che la M3 è meglio di questo o di quello... a momenti è meglio la M3 della Veyron...... Ciccio non siamo su Inaudit sei il benvenuto tra noi a patto che vai a dire di star zitto a qualche quaterna d'anelli e non a qualche doppia elica. E se ti rode che Audi non sa dove si comincia per fare un 2 aspirato con 343cv prenditela con quei rincoglioniti di Ingolstadt. Saluti "" Andras ha scritto: Mpower3246 ha scritto: Twin Spark ha scritto: ke vuoi ke t dica...nn mi fa d fare 1000 pagine d topic... aspetteremo e vedremo..... Credi veramente che una GTA possa mai infastidire una M3 ? Lascia perdere va... Se uno sceglie l'Alfa lo fa perchè costa meno...parliamoci chiaro... Se Alfa mette un paio di girelle ad un 2 V6 e la TI come prestazioni (non cavalleri prestazioni) sarà in linea all'attuale ///M3 E4 unici problemi 1) va a competere con 2 girelle su un 2 contro un 2 aspirato 2) se.....se......se.....se.....se.....se.....se: io lo dirò fino allo sfinimento: l'Alfa Romeo di oggi NON merita la passione dei ragazzi che vivono per lei: è comodo e facile far leva su persone appassionate che più le deludi più rinfocoli la loro passione.........con BMW è divers passione e perfezione (impossibile da raggiungere ma comeunque il traguardo è quello) procedono di pari pass se cominciano a scazzare i modelli a Monaco non c'è passione che teng le vendite finiscono nel cesso. 3) ricordiamo sempre che mentre è certo che l'///M3 E90 avrà il V8 aspirato da 4 litri e 400cv (abbondanti) ancora NON si sa quale sarà la configurazione definitiva della 159GTA. Ciauz ... E resta sempre che la RS4 di cavalli ne avrà 420 aspirati alla faccia vostra e la 159 GTA resta cmq una bella macchina e se siamo tutti un minimo obbiettivi non si puo' dire di no! Anche a prestazioni non dovrebbe essere male quindi fanculo i pregiudizi e w i gusti personali delle persone... A me non me ne sbatte un ca**o se su 6 prove di accelerazione le vince tutte e 6 la M a me piace la Rs4 e se c'ho i soldi mi prendo quella perchè M3 è si bell ma a me un trazione posteriore mi trasmette meno sicurezza di un integrale che cmq li ho provati tutti e due e non potete dire di n sulla pioggia e sulla neve il TP è penalizzato. E zitti. Perchè se non fosse per il controllo della trazion 3/4 di quelli col mercede ferrar bmw ecc... starebbero 15min a fare cerchietti per terra prima di partire... e concludo dicendo che non so cosa centra questo con l'argomento del topic e sinceramente non capisco perchè in ogni sacrosanto tread si finisce a parlare che la M3 è meglio di questo o di quello... a momenti è meglio la M3 della Veyron... "" Mpower3246 ha scritto: Twin Spark ha scritto: ke vuoi ke t dica...nn mi fa d fare 1000 pagine d topic... aspetteremo e vedremo..... Credi veramente che una GTA possa mai infastidire una M3 ? Lascia perdere va... Se uno sceglie l'Alfa lo fa perchè costa meno...parliamoci chiaro... Se Alfa mette un paio di girelle ad un 2 V6 e la TI come prestazioni (non cavalleri prestazioni) sarà in linea all'attuale ///M3 E4 unici problemi 1) va a competere con 2 girelle su un 2 contro un 2 aspirato 2) se.....se......se.....se.....se.....se.....se: io lo dirò fino allo sfinimento: l'Alfa Romeo di oggi NON merita la passione dei ragazzi che vivono per lei: è comodo e facile far leva su persone appassionate che più le deludi più rinfocoli la loro passione.........con BMW è divers passione e perfezione (impossibile da raggiungere ma comeunque il traguardo è quello) procedono di pari pass se cominciano a scazzare i modelli a Monaco non c'è passione che teng le vendite finiscono nel cesso. 3) ricordiamo sempre che mentre è certo che l'///M3 E90 avrà il V8 aspirato da 4 litri e 400cv (abbondanti) ancora NON si sa quale sarà la configurazione definitiva della 159GTA. Ciauz "" Twin Spark ha scritto: ke vuoi ke t dica...nn mi fa d fare 1000 pagine d topic... aspetteremo e vedremo..... Credi veramente che una GTA possa mai infastidire una M3 ? Lascia perdere va... Se uno sceglie l'Alfa lo fa perchè costa meno...parliamoci chiaro 'ke vuoi ke t dica...nn mi fa d fare 1000 pagine d topic... aspetteremo e vedremo..'";Io ho in mente solo 2 macchine che associo a fighetto : VW Golf V e Mini... poi nessuno mi spari... Bmw è l'Alfa dei tempi d'oro... Ora quello che ci resta sono miti a cui appoggiarci... Io per fortuma mi ci siedo sopra... ;Alfa Romeo;159;negativo;negativo;;;;;;;;;;;
