Titolo;URL;Timestamp;User;(Testo Citato);TESTO;Costruttore;Modello;Sentiment;Brand;Interni;Esterni;Meccanica;Prestazioni;Consumi/Autonomia;Motore;Elettrico;Fuoristrada;Elettronica di Bordo;Manutenzione;Assistenza/Concessionari
Progetto valore volkswagen;https://forum.quattroruote.it/threads/progetto-valore-volkswagen.112017/page-3;06/09/2017 00:00;Cometa Rossa;"""Ma è qui che non mi torna. Èpossibilissimo perché in fiat han proposto la panda per 60 mesi anticipando 2000€ e dopo questi mesi c'è la possibilità di renderla e prenderne una nuova continuando la rata senza anticipo ( e ti.dirò un collega ha fatto upgrade mini / X1 aumentando la rata utilizzando la stessa mini come anticipo cioè aumentando la rata e basta). Non comprendo sta cosa del fatto che uno non ha finito di pagar ma è ovvio se no non rateizzerebbe""";"Alt collega ""bavarese"". La panda con 2000 euro e 60 mesi di rate praticamente la paghi tutta quindi quando la rendi te la valutano e te la considerano come anticipo. I contratti di cui stiamo parlando hanno generalmente durata 36 o addirittura 24 mesi non 60 mesi. 60 mesi è un sistema per tenerti la rata più bassa rispetto ai canonici 48 mesi che si facevano di solito. Ma la tieni bassa perchè allunghi i tempi del finanziamento non perchè ne paghi una parte e poi decidi cosa fare della parte che resta da pagare ";Volkswagen;;neutro;;;;;;;;;;;;
Mercato piloti 2019;https://forum.quattroruote.it/threads/mercato-piloti-2019.117799/page-12;19/08/2018 00:00;pilota54;;Lando Norris sempre più vicino alla Mc Laren per il 2019. Ocon in cerca di una nuova sistemazione mentre Vandoorne rischia di uscire dal Circus. ;;;neutro;;;;;;;;;;;;
Alfa Romeo Stelvio;https://forum.quattroruote.it/threads/alfa-romeo-stelvio.103307/page-72;18/11/2017 00:00;bumper morgan;"'caro Ale che un SUV sia guidato da persone con capelli bianchi é normalissimo ma sono sicuro che di proprietari con famiglie ce ne sono molti anche dai trentanni in su. e credo che tra non molto tempo ci saranno anche quelli piu giovani. Io ho provato il 200 Cv martedi passato e ti posso assicurare che é un vero gioiello di vettura in tutti i sens la cosa che mi sorprende é che tale vettura non deve essere per forza Diesel. Questo motore benzina si sposa magnificamente con il volume di questo tipo di vettura. Ci si puo sentire facilmente giovan non ti accorci nemmeno che la seduta sia piu alta della berlina una volta dentro e preso posto. I sedili con memory di appartenenz di quello che ho provato io ti invitano magnificamente a salire e trovare subito la posizione giust visto che lo trovi nella posizione di quando sei sceso e una volta seduto cerca la posizione memorizzata. Sedili in pelle comodissimi e buonissimo supporto spalle con poggiatesta morbido. Il sound non é tipico alf che si sente dalle velocitá basse ma si sente dopo i 120-130km/h ma senza disturbare ma chi lo ama gli mancherá. I 200 CV si fanno sentire da subito anche in dna N il motore ha un buon tiro e si viaggia abbastanza vivaci naturalmente in D le cose cambiano visibilmente e il sound si fa sentire ma come scritto prima non tipicamente Alfa vecchio stampo. Tenuta di strada fantastic si piazza su strada anche a 200 km/h si fa guidare con molta facilit velocitá che si arriva con molta disinvoltura.Vibrazioni sterzo zer rumorositá buona scricchiolii zero rumore rollio ruote 18"" invernali pochissimo. Grandezza sterzo é perfett sta bene nelle man da sembrare di guidare una berlina. Cofano direi abbastanza grande anche con family di 3 figli posto interno direi ottimo almeno per me.Portiera cofano finalmente un alfa con portellone elettrico. cruise controll attiv funziona alla perfezione riconosce chi ci precede abbastanza veloce ma chi non lo ha mai avuto si deve abituare megli questione di fiducia. Scusatemi devo smettere A dopo'";ottimo ma temo che delle vecchie AR la Giulia/Stelvio non abbia piú niente....da quel che ho letto é tutta nuova riscritta completamente. ;Alfa Romeo;Stelvio;positivo;;positivo;;;positivo;;positivo;;;positivo;;
vista la brera!!!;https://www.bmwpassion.com/forum/threads/vista-la-brera.17957/page-18;13/07/2004 00:00;Vegeta330;"Twin Spark ha scritto: Vegeta330 ha scritto: Twin Spark ha scritto: bhè..fino a prova contraria è l'uniko ke può parlare basandosi su fatti....avendocela sotto il deretano tutto il giorno... tutte le cose dette fino ad oggi sn frutto d pregiudizi e/o illazioni...... Aspetta il commento di Lel che mi pare autorevole in materi poi ne riparliamo di pregiudizi ed illazioni (tra l'altro cosa che tu fai quotidianamente parlando delle BMW )... e non ricominciamo x favore.. ... Forse dovresti pensarci prima di scrivere certe frasi ... stavolta nn ho detto proprio nulla... e soprattutto nn ho esso d mezzo le bmw visto ke è un topic riferito alla brera.. quindi.. "" Twin Spark ha scritto: Vegeta330 ha scritto: Twin Spark ha scritto: bhè..fino a prova contraria è l'uniko ke può parlare basandosi su fatti....avendocela sotto il deretano tutto il giorno... tutte le cose dette fino ad oggi sn frutto d pregiudizi e/o illazioni...... Aspetta il commento di Lel che mi pare autorevole in materi poi ne riparliamo di pregiudizi ed illazioni (tra l'altro cosa che tu fai quotidianamente parlando delle BMW )... e non ricominciamo x favore.. ... Forse dovresti pensarci prima di scrivere certe frasi "" Vegeta330 ha scritto: Twin Spark ha scritto: bhè..fino a prova contraria è l'uniko ke può parlare basandosi su fatti....avendocela sotto il deretano tutto il giorno... tutte le cose dette fino ad oggi sn frutto d pregiudizi e/o illazioni...... Aspetta il commento di Lel che mi pare autorevole in materi poi ne riparliamo di pregiudizi ed illazioni (tra l'altro cosa che tu fai quotidianamente parlando delle BMW )... e non ricominciamo x favore.. "" Twin Spark ha scritto: bhè..fino a prova contraria è l'uniko ke può parlare basandosi su fatti....avendocela sotto il deretano tutto il giorno... tutte le cose dette fino ad oggi sn frutto d pregiudizi e/o illazioni...... Aspetta il commento di Lel che mi pare autorevole in materi poi ne riparliamo di pregiudizi ed illazioni (tra l'altro cosa che tu fai quotidianamente parlando delle BMW ) ""bhè..fino a prova contraria è l'uniko ke può parlare basandosi su fatti....avendocela sotto il deretano tutto il giorno... tutte le cose dette fino ad oggi sn frutto d pregiudizi e/o illazioni...""";Forse dovresti pensarci prima di scrivere certe frasi ;Alfa Romeo;Brera ;negativo;;;;;;;;;;;;
Problema PCM  ;http://www.porschemania.it/discus/messages/22971/796583.html?1484655606;24/11/2016 20:12;alessmacc;;Ma il modulo telefono del Pcm delle 955 legge anche le pi\xf9 moderne sim 3G ( escluse ovviamente le 4G ) oppure solo le Gsm ? ;;;neutro;;;;;;;;;;;;
C3: raccolta problemi e difetti;https://www.autopareri.com/forums/topic/25848-c3-raccolta-problemi-e-difetti?&page=4#comments;24/05/2010 23:56;J-Gian;;Non ti era venuto in mente di spegnerla imballandola ? Su la 4a e mollare la frizione... ;Citroen ;C3;neutro;;;;;;;;;;;;
356 Cabrio da  restauro ...;http://www.porschemania.it/discus/messages/10550/451402.html?1240474530;23/04/2009 00:00;mausone46;;se fosse stata vera ci sarebbe stato bisogno di 1 milione di euro per ripristanarla ;Porsche ;356 Cabrio;negativo;;;;;;;;;;;;
Perché comprare una Porsche 4x4?;https://www.bmwpassion.com/forum/threads/perch%C3%A9-comprare-una-porsche-4x4.31365/page-2;10/06/2004 00:00;DESHI BASARA;;Azzarola come mai questo cambio tattico ? ;Porsche;;neutro;;;;;;;;;;;;
Erede di 159...;https://www.autopareri.com/forums/topic/28868-erede-di-159?&page=54#comments;19/08/2008 13:57;bialbero;;ieri come oggi un prodotto viene acquistato da una variegata clientela che va dal padre di famiglia o dal ragazzo che non ci capisce una mazza di tecnica sino ad arrivare al cliente che apprezza una determinata soluzione tecnica piuttosto che un'altra. Alfa Romeo era un marchio acquistato tanto dagli uni quanto dagli altri. Ora se volete giustificare le soluzioni tecniche del cazzo fate pure ma gli amanti della sportività CONTINUERANNO A SNOBBARVI e a mandarvi in culo preferendo come sempre marchi più specialistici come BMW Honda e persino Mercedes. ;Alfa Romeo, BMW, Mercedes;;negativo;;;;;;;;;;;;
Tempi di consegna Kodiaq;https://forum.quattroruote.it/threads/tempi-di-consegna-kodiaq.111799/page-3;06/09/2017 00:00;mcnegroni;;Nessun altro aspirante possessore di Kodiaq vuole comunicarci se stiano rispettando i tempi o meno ? ;Skoda ;Kodiac;neutro;;;;;;;;;;;;neutro
Traditore si autodenuncia :p;https://www.bmwpassion.com/forum/threads/traditore-si-autodenuncia-p.121987/page-2;23/06/2009 00:00;mike.;;"/emoticons/biggrin@2x.png 2x"" width=""20"" height=""20"" /> aaaaaaaaaaaaaaa la fulvia ";;;neutro;;;;;;;;;;;;
Mercato piloti 2019;https://forum.quattroruote.it/threads/mercato-piloti-2019.117799/page-21;12/09/2018 00:00;pilota54;;"Primo fotomontaggio......... <img alt=""[?IMG]"" class=""bbCodeImage LbImage"" data-url=""https://scontent.fcia1-1.fna.fbcdn.net/v/t1.0-9/41507720_10211998579976224_8660163479157604352_n.jpg ? _nc_cat=0&amp oh=26f2943fa36d0ad230975cf08f97883a&amp oe=5C211BD1"" src=""https://scontent.fcia1-1.fna.fbcdn.net/v/t1.0-9/41507720_10211998579976224_8660163479157604352_n.jpg ? _nc_cat=0&amp oh=26f2943fa36d0ad230975cf08f97883a&amp oe=5C211BD1""/>";;;neutro;;;;;;;;;;;;
Ke diavolo di supercar è;https://www.bmwpassion.com/forum/threads/ke-diavolo-di-supercar-%C3%A8.46448/;11/06/2007 00:00;Christar;;Dalle prime indiscrezioni dovrebbe essere americana...... ;;;positivo;;;;;;;;;;;;
Yaris HSD vs Panda 1.3 Mjt 75 CV 4x4 confronto autostradale;https://www.autopareri.com/forums/topic/59774-yaris-hsd-vs-panda-13-mjt-75-cv-4x4-confronto-autostradale?&page=2#comments;10/11/2015 06:58;Maxwell61;;Pure io pensavo alla Punto sai ? E mi è venuta in mente una persona scrupolosa che ce l'ha il nostro caro J-Gian So che J-Gian è una persona curiosa lo stimolo a investire una 20ina di euro per il trasmettitore BT ( ti segnalerei io qualcuno buono comprare e magari dove ) se è in possesso di uno smartphone Android. Allego una sovrapposizione fatta da un nostro utente HSF: i colori della prima riga del titolo è Yaris. Le fittizie differenze nel Delta di altitudine sono dovute alle imprecisioni del GPS. ;Yaris, Fiat;Yaris HSD, Panda 1.3 Mjt ;neutro;;;;;;;;;;;;
Consumi  eccessivi captur 1500 dci;https://www.autopareri.com/forums/topic/66708-consumi-eccessivi-captur-1500-dci?&page=2#comments;06/02/2019 11:04;tonyx;;nelle sue condizioni 13-14km/l non sono neppure disprezzabili... nei percorsi brevi a freddo un buon motore a benzina un po meno consuma meno di uno diesel ;Renault;Captur;negativo;;;;;;negativo;;;;;;
Sostituzione cuscinetti ;http://www.porschemania.it/discus/messages/502415/558806.html?1323957917;19/04/2011 00:19;derlll;;il sibilo \xe8 abbastanza forte e se tolgo il gas smette nelle altre marce \xe8 appena percettibile ma in quinta e sopratutto in quarta verso i 4000 si sente non poco sai cosa pu\xf2 essere ? ;;;negativo;;;;neutro;;;;;;;;
996 4s venderla a 25 mila euro oggi?;http://www.porschemania.it/discus/messages/10548/655223.html?1553771165;30/05/2013 22:49;crazydiamond; la 993 xe8 pixf9 una Brigitte Bardot attuale.;Ah si ? beh vorrei vedere chi scelga una notte con brigitte ( attuale ) contro una su una 993 ! ;Porsche ;994 4s;positivo;;;;;positivo;;;;;;;
Jazz: una storia triste.;https://forum.quattroruote.it/threads/jazz-una-storia-triste.117410/page-5;28/02/2019 00:00;albelilly;'guardando i numeri il mazda perde il confronto con il pari cilindrata honda Duello : Honda Jazz 1.5i-VTEC vs Mazda 2 Skyactiv-G';"vero solo che i numeri valgono solo come termine di paragone quello che conta è il feeling di guida e - ovviamente - il nostro stile al volante. Se sei uno che non disdegna la guida dal piglio sportivo e non ti da fastidio sentire il motore girare come un frullino allora i vtec sono il tuo pane se però al contrario prediligi una guida più rilassata con la sensazione di avere sempre ""qualcosa"" sotto il pedale allora è meglio optare per un motore più pieno in basso chissenefrega se poi a 5000 ha già dato tutto... tanto nella guida di tutti giorni difficilmente si raggiungono tali regimi. ";Mazda, Honda;Honda Jazz, Mazda 2 Skyactiv-G;neutro;;;;;neutro;;;;;;;
Acquisto i40 wagon;https://forum.quattroruote.it/threads/acquisto-i40-wagon.106348/;29/09/2016 00:00;marco.parrini@gmail.com;;Buongiorno a tutti... ho una mazda 3 2006 a fine carriera... sta cedendo dopo una vita meravigliosa... :-D Siccome mi è nato un figlio volevo una macchina più spaziosa... difficile competere col suo bagagliaio... quindi pensavo di andare su una sw e mi sono innamorato della i40 wagon... Ho trovato una km 0 a ottimi prezzi qui vicino. Ero già pronto per fare l'affare... quando ho letto notizie preoccupanti... Io ho letteralmente sotto il culo questa macchina tutti i giorni per fare circa 60 km quotidiani tra superstrada e tratti cittadini per andare e tornare da lavoro. Quello che mi ha preoccupato è che pur dichiarando un consumo di 19 km per litro gli acquirenti invece verificano solo 14-16 km / l. Ho chiesto a 3 concessionari diversi... e tutti dicono che i consumi eccessivi riguardano il motore 2015 mentre la nuova ( motore 2016 ) va davvero sui 19... Cosa c'è di vero ? Merita come consumi per un uso come il mio ? Grazie infinite ;Hyundai;i40;neutro;;;;;;neutro;;;;;;
Addio C4;https://forum.quattroruote.it/threads/addio-c4.93824/;04/02/2015 00:00;ml14;;Mi associo agli estimatori della C4 bella auto ben fatta validissima. Un vero peccato... ;Citroen;C4;positivo;;;;;;;;;;;;
Andare in officina BMW è da pazzi!!!!;https://www.bmwpassion.com/forum/threads/andare-in-officina-bmw-%C3%A8-da-pazzi.79490/page-3;30/11/2004 00:00;piggreco;"""io oggi sono andato dal mio meccanico di fiducia per farmi attaccare il tester per verificare il funzionamento del misuratore d'ari debimetro e quant'altro poteva generare il problema alla carburazione... dopo 5 minuti di test mi ha detto che il misuratore d'aria era andato e che bisogna sostituirlo. allora gli ho chiesto quanto gli dovevo intanto per questo intervento... NIENTE!!! mi ha detto che per una cavolata del genere bisognava essere matti per chiedere dei soldi(tra l'altro gli ho fatto fare anche un controllo generale)... e allora gli ho fatto leggere queste 4 pagine di post sulle officine bmw.... è rimasto senza parole!!!! ciao raga!!!""";scusa l'ignoranza...cos'è un thread ? ;BMW;;negativo;;;;;;;;;;;;negativo
Alfa Romeo 4C 2013;https://www.autopareri.com/forums/topic/56324-alfa-romeo-4c-2013?&page=671#comments;24/11/2013 10:36;mich_;;:pippa: ;Alfa Romeo;4C;neutro;;;;;;;;;;;;
pubblicità alfa romeo 159 sportwagon;https://www.bmwpassion.com/forum/threads/pubblicit%C3%A0-alfa-romeo-159-sportwagon.22003/page-2;16/07/2003 00:00;Prada;"'Ah bo meno male che qualcuno è con me! :wink: A parte gli scherz La ""cabina di pilotaggio"" dell'Rs4 è quanto di più magnifico si possa chiedere alla produzione automobilistica attuale.Notasi il volante...da orgasmo.Quello della 159 è veramente brutto brutto brutto!!!Caxxo è uguale a quello della 33!! Poi per il resto gran auto.Mi piace un sacco la 159 esternamente.Forse la più bella delle berline.Poi però quando si entra....si inizia a piangere. Caspit ma costa così tanto a far un interno decente???Se han fatto 3 che facciano 31 no?!?!'";Gurada che io parlavo della 159 non dell' audi e sono andato a vederla dal vivo come anche la brera.... ;Alfa Romeo;159;positivo;;positivo;;;;;;;;;;
"La Q5 e' ferma in una nuova "" casina """;https://forum.quattroruote.it/threads/la-q5-e-ferma-in-una-nuova-casina.108062/;09/01/2017 00:00;arizona77;'A cosa sei passati?Mercedes?';No....Confermato BMW ( con cui mi sono trovato benissimo anche considerando il discorso catena ) ;BMW;Q5;positivo;;;;;;;;;;;;
Kia Sportage (Topic Ufficiale - 2010);https://www.autopareri.com/forums/topic/36943-kia-sportage-topic-ufficiale-2010?&page=457#comments;12/04/2011 19:28;bubi1999;;e te pareva che la sfiga me toccava proprio. parte senza friz. si sentono i vuoti avanti alla prossima:asp: ;Kia;Sportage;negativo;;;;;;;negativo;;;;;
Opel GTC OPC M.Y. 2015;https://www.autopareri.com/forums/topic/45054-opel-gtc-opc-my-2015?&page=3#comments;17/11/2011 14:05;crabble;;Eccola 'Live': ;Opel;GTC OPC M.Y.;neutro;;;;;;;;;;;;
MAZDA 3 exceed 2.2D - prime impressioni;https://forum.quattroruote.it/threads/mazda-3-exceed-2-2d-prime-impressioni.103970/page-18;08/06/2016 00:00;melego73;'Domanda: avevi la 6... quale modello?';L&B 143cv del 2006 ;Mazda;3;neutro;;;;;;;;;;;;
incidente causato da start/stop;https://forum.quattroruote.it/threads/incidente-causato-da-start-stop.106669/;21/10/2016 00:00;rbricu;;nessun segnale sonoro e il freno è elettrico ovviamente Vorrei davvero sapere quanti altri casi come il mio sono successi.... ;;;negativo;;;;;;;;negativo;;;;
Mondiale F.1 2019 - GP d'Australia;https://forum.quattroruote.it/threads/mondiale-f-1-2019-gp-daustralia.121545/page-7;13/03/2019 00:00;pilota54;'magari il 2005 con quella mecca che mi piace davvero tanto.';"Beh forse gli piaceva allora era la macchina migliore peccato per l'affidabilità. Oggi è una scuderia di centro classifica. Concordo sul fatto che poteva vincere 2-3 mondiali ( 2005 2007 2008 ) e non dimentichiamo che 2 li ha ""saltati"" per fare rally ( 2010 e 2011 ) . Quest'anno avrà un compagno di squadra giovane velocissimo e determinato a fare carriera. Dovrà dare il massimo per stargli davanti. ";;;neutro;;;;;;;;;;;;
Alfa Romeo 4C 2013;https://www.autopareri.com/forums/topic/56324-alfa-romeo-4c-2013?&page=446#comments;24/06/2013 16:19;shadow_line;;Ricordo che a metà anni 90 UK era al primo posto in europa per furti d'auto ma era prob un altro mondo non c'era ancora il Gherkin e The Shard e le possibilità di controllo di oggi ;Alfa Romeo;4C;neutro;;;;;;;;;;;;
Audi A4 e A4 Avant 2016;https://www.autopareri.com/forums/topic/58750-audi-a4-e-a4-avant-2016?&page=33#comments;22/07/2015 12:37;MichD;;All'altezza dei competitors intendi ? Non sò dubito. Sulla TI non mi soffermo neanche. ;Audi;A4, A4 Avant;negativo;;;;;;;;;;;;
Alfa Romeo 4C 2013;https://www.autopareri.com/forums/topic/56324-alfa-romeo-4c-2013?&page=1026#comments;16/04/2015 16:28;Bauhaus;;Vero prendi una baracca vera prendi una Lotus. 4c mi pare un po' prematuro capire quanto sarà una baracca. Per me sul versante affidabilità potrebbe stupire.... ;Alfa Romeo;4C;neutro;;;;;;;;;;;;
Sondaggio scricchiolii/vibrazioni plastiche interne Fiesta mk8;https://forum.quattroruote.it/threads/sondaggio-scricchiolii-vibrazioni-plastiche-interne-fiesta-mk8.117147/;25/06/2018 00:00;alfalele;;Angolo in alto a sinistra del Tablet e forse la cassa sotto al parabrezza ma non ne sono sicuro..è troppo lontana per toccarla in marcia.. ;Ford;Fiesta ;neutro;;neutro;;;;;;;;;;
BMW X5 II Facelift (Topic Ufficiale - 2010);https://www.autopareri.com/forums/topic/36985-bmw-x5-ii-facelift-topic-ufficiale-2010?&page=2#comments;09/02/2010 23:15;Navarre75;;Concordo ! Anche sul colore ! ;BMW;X5 II;neutro;;;;;;;;;;;;
Mondiale F.1 2019 - GP dell'Azerbaijan;https://forum.quattroruote.it/threads/mondiale-f-1-2019-gp-dellazerbaijan.122242/page-15;30/04/2019 00:00;gbortolo;;"Se leggiamo le cose solo con gli occhi del tifoso ... non ne usciamo comunque. Indipendentemente da chi sta vincendo secondo te avere delle gomme con uno spettro di utilizzo più ampio sarebbe a vantaggio o meno dello spettacolo ? Non toglieremmo forse un ""grado"" di polemica inutile ? Sapere che si vince o si perde solo perché a 25° funziona meglio MB ed a 28° F mi pare sinceramente ridicolo. IMHO diventa una lotteria ed anziché il migliore si afferma il più fortunato ";;;neutro;;;;;;;;;;;;
Alfa Romeo 159 2005;https://www.autopareri.com/forums/topic/13571-alfa-romeo-159-2005?&page=310#comments;14/06/2005 08:14;duetto80;;e lo so che è pieno di gente ammalata di esterofilia. Diciamo che su un 72% di auto straniere un 35% può essere giustificato da buchi della gamma dei marchi italiani oggettiva superiorità di un modello straniero convenienza del modello straniero ecc. ...........ma il rimanente 37%........... ;Alfa Romeo ;159;negativo;negativo;;;;;;;;;;;
Fire e T-jet;https://www.autopareri.com/forums/topic/26665-fire-e-t-jet?&page=3#comments;06/01/2008 21:58;Ospite;;non ci capiamo per me convivenza significa che un modello di un allestimento puoi prenderlo sia con un motore sia con un altro :D 900 e 1.1 coesistevano sulla stessa vettura ma non erano l'uno alternativo all'altro.. poi il 900 uscì di produzione e sulle versioni su cui era l'unico motore venne sostituito dal 1.1 ;Fiat;Fire, T-Jet;neutro;;;;;;;neutro;;;;;
Addio Logan;https://forum.quattroruote.it/threads/addio-logan.43628/;07/01/2011 00:00;Fulcrum;'Ne noleggiai una per alcuni giorn una 1.6 16Valve 105cv ed ho un buon ricordo della vettura in questione. Solo il consumo mi parve abbastanza sostenuto ma il condizionatore èra sempre attivo o quasi. Si sa nulla se uscirà una sostituta?';"Ne dubito. Del resto il modello continuerà ad essere prodotto e distribuito allegramente tranne che in Italia... Come dicevo qualche post sopra: in Italia il tre volumi tira solo sulle premium. Ed è la ragione per cui nessun costrutture distribuisce da noi le versioni sedan delle proprie ""B"". Cordiali Saluti Fulcrum ";Logan;1.6 16 Valve;positivo;;;;;;negativo;;;;;;
Alfa Romeo Giulia 2016;https://www.autopareri.com/forums/topic/60616-alfa-romeo-giulia-2016?&page=778#comments;15/06/2016 11:15;superkappa125;;Praticamente la CLA/GLA/Sr.2 Active Tourer degli orologi. ;Alfa Romeo;Giulia;neutro;;;;;;;;;;;;
Volkswagen Touran Restyling 2010;https://www.autopareri.com/forums/topic/37794-volkswagen-touran-restyling-2010?&page=5#comments;26/02/2012 20:35;massix;;Ciao a tutti : possiedo una touran 1.6 tdi da 1 mese e va benissimo vorrei sapere se qualcuno c'e ha ? e se gli ha dato qualche problema ? ho letto che questo motore montato su golf e polo da problemi di rumore consumi e a qualcuno gli si spegneva in corsa ;Volkswagen;Touran;neutro;;;;;;;neutro;;;;;
Pro o contro il Porsche tuning?;http://www.porschemania.it/discus/messages/502415/387929.html?1221775497;06/08/2008 09:58;rss;Costasse meno...;quanto costa ? cmq sbaglio o i motori vedono lo zampino di Herr Ruf ? ;Porsche;Tuning;negativo;;;;;;;;;;;;
Un saluto;http://www.porschemania.it/discus/messages/502416/808214.html?1495626481;21/04/2017 14:15;pixtonhd;;Eccola ! ;;;;;;;;;;;;;;;
Parlatemi della Mazda 6 175CV SW MY 2015;https://forum.quattroruote.it/threads/parlatemi-della-mazda-6-175cv-sw-my-2015.101285/page-5;19/01/2016 00:00;Whi$per;"""Certo che prendere un diesel per 10000km anno e' una moda ancora tutta italiana Ma il piacere di guida e la coppia del diesel sono insostituibili :shock: 8) 8) :shock:""";Mah secondo molti credo prendano diesel solo perchè convinti di risparmiare ma non si fanno minimamente due conti su quanta strada farebbero effettivamente e quanto ci metterebbero a rientrarci con le spese in più In quanto a piacere di guida secondo me siamo sempre più li ormai con i nuovi motori si assomigliano tutti anche diesel benzina...la differenza principale che permane è la coppia in basso che col benzina ti costringe a scalare cosa che tra l'altro con i nuovi benzina turbo forse si sente anche meno ( ma non avendone mai provati non mi posso esprimere con certezza ) ;Mazda;6;positivo;;;;;;;positivo;;;;;
Mercato piloti 2019;https://forum.quattroruote.it/threads/mercato-piloti-2019.117799/page-21;11/09/2018 00:00;pilota54;;Secondo me poi al termine della carriera resterà in Alfa-Sauber ( o Ferrari ) con un ruolo dirigenziale e/o di consulenza. Alla Lauda-Mercedes. Salvo che non voglia prima divertirsi in altre categorie.......... Comunque se non erro era dai tempi della Lotus che non faceva un contratto biennale. ;;;;;;;;;;;;;;;
[Official Topic] Lancia Ypsilon Restyling;https://www.autopareri.com/forums/topic/19288-official-topic-lancia-ypsilon-restyling?&page=28#comments;30/09/2006 09:11;enigma;;Ecco le sue foto: ;Lancia;Ypsilon;neutro;;;;;;;;;;;;
GT 19jtd: test-drive Serravalle;https://www.autopareri.com/forums/topic/23709-gt-19jtd-test-drive-serravalle;04/06/2007 07:59;m2m;;"Sulla Serravalle vicino a GE traffico intenso una 530d mi arriva alle spalle abbastanza sparata. Mi si posiziona a distanza di un palmo. Allargo le braccia idealmente e mi dico ""vabbè cosa ""posso"" contro un L6 BMW ? "" ... non sapevo ancora fosse un diesel ma mi aspettavo comunque una lotta impari. Accellero per infilarmi in prima corsia e farlo passare ... sono su un curvone abbastanza pronunciato ... quando sono in 1a corsia guardo lo specchietto e il 530 è distante in 2a corsia ... mah riprendo in accellerazione e questo torno dietro sempre ad un palmo. ""OK moh ti faccio passare"" ... accellero dx-sx mi sposto a dx ... nello specchietto il nulla. ""Ma che è ? ? "" O il bimmer ( lo sono anch'io ed in quel momento ero abbastanza dibattuto tra lo spirito di squadra ed il piacere di guida che la GT mi stava regalando ) guidava solo al Ven pomeriggio e la TP la conosceva pochino o quest'Alfa fa sembrare passaggi impegnativi come bere un bicchier d'acqua ... Alla fine sono uscito ma in 5-6 km non è mai riuscito a tener testa nel misto ... in rettilineo ? Va beh ... cammaffà ? Alla fine mi sono abbastanza stupito. Bel mezzo. ";Alfa Romeo;GT 19jtd;positivo;;;;;;;;;;;;
Civic Type R 2017;https://forum.quattroruote.it/threads/civic-type-r-2017.110133/page-30;07/02/2019 00:00;ricky1976;'@pilota54 In effetti la rasaerba gold è fenomenale... o forse non ti riferivi a quella?!? ';Wuauu...come taglia l'erba quella non la taglia nessuno... ;Honda;Civic Type R;positivo;;;;;positivo;;;;;;;
Jeep Renegade 2014;https://www.autopareri.com/forums/topic/56342-jeep-renegade-2014?&page=467#comments;02/03/2015 07:41;Karolus;;Cioè ? Mi fai capire ? ;Jeep;Renegade;neutro;;;;;;;;;;;;
Engine of the Year 2007;https://www.autopareri.com/forums/topic/23355-engine-of-the-year-2007?&page=5#comments;09/05/2007 14:16;AndreaB;;"Il corrispettivo di ""Fiattaro"" riferito alle marche dell'estremo oriente cos'è ? Banzaro ? Kamikazaro ? Okkioamandorlaro ? ";;;;;;;;;;;;;;;
FPT - 1.6 MultiJet (Riassunto a Pag.1);https://www.autopareri.com/forums/topic/22394-fpt-16-multijet-riassunto-a-pag1?&page=42#comments;23/01/2008 13:11;boygrunge;;e qui mi scatta un bel Doblò 1.6 MJ 105CV con 290Nm di coppia ! evvai ! ! domanda: oltre agli M32 non c'è nulla che vada oltre i 300Nm di coppia ? ho come l'impressione che il 1.6MJ 120CV potesse far meglio come coppia.. ;Fiat ;;negativo;;;;;;;negativo;;;;;
"FPT - Nuovo cambio ""C635"" Manuale / Robotizzato / Doppia Frizione ""TCT""";https://www.autopareri.com/forums/topic/26983-fpt-nuovo-cambio-c635-manuale-robotizzato-doppia-frizione-tct?&page=48#comments;01/04/2011 09:17;Vince985;;Oh grazie... Scusate l'intrusione nel topic sbagliato. ;Fiat;;neutro;;;;;;;;;;;;
Infotainment Yaris;https://forum.quattroruote.it/threads/infotainment-yaris.120566/;02/02/2019 00:00;iuter;;"1 ) il navigatore è un optional a parte e costa 750 euro* se ben ricordo si può mettere su tutte le versioni yaris. *personalmente lo ritengo un prezzo assurdo anche se offre 3 anni di cliente premium perchè il monitor e tasto manuale c'è già quindi viene aggiunto solo il software. 2 ) qualsiasi versione yaris ha il sistema operativo del monitor che non supporta nè mirrorlink nè android auto. io ho provato con samsung s8 ( ha mirrorlink ) e si blocca al caricamento. non sono sicuro per versioni superiori all'active ma nè concessionario nè altri mezzi informativi hanno mai menzionato questa diversità cosa molto importante. la cosa strana è che sul libretto delle istruzioni segna parecchie opzioni nel monitor ma sull'active non ci sono. escludo che un eventuale aggiornamento anche a pagamento verrà rilasciato. non so se è possibile far modificar eil sistema operativo da un elettrauto e se invalida la garanzia toyota. 3 ) riguardo i 4500 euro neanche il concessionario lo sa. è da vedere anche il bonus di 1500 euro varato con il ""bonus/malus co2"" nell'ultima manovra governativa perchè il concessionario prima mi ha detto che non hanno intenzione di gestirlo così come non hanno mai gestito gli altri incentivi statali ( ecco perchè fanno bonus fissati dalla toyota indipendentemente dall'auto usata da dare ) poi quando a ritiro yaris ho richiesto mi disse che quell'incentivo era per co2 massima di 72 praticamente si salvavano solo le elettriche e riguardo a toyota solo la prius. ";Toyota;Yaris;negativo;;;;;;;;;;negativo;;
