Titolo;URL;Timestamp;User;(Testo Citato);TESTO;Costruttore;Modello;Sentiment;Brand;Interni;Esterni;Meccanica;Prestazioni;Consumi/Autonomia;Motore;Elettrico;Fuoristrada;Elettronica di Bordo;Manutenzione;Assistenza/Concessionari
La vecchia fabbrica: Arese;https://www.autopareri.com/forums/topic/23018-la-vecchia-fabbrica-arese?&page=9#comments;25/05/2007 08:06;"&lt;&lt;Scarface&gt;&gt;";;"Vero era meglio lasciare i capannoni diroccati del portello in centro a milano potevano fare un parco culturale: ""parco amianto"". O adibirlo a baraccopoli ! Invece questi scellerati hanno sistemato l'area con una nuova moderna porzione di fiera un centro commerciale e delle abitazioni che schifo ! E aggiungo: Pizza spaghetti mandolino mafia:- ( L'erba del vicino è sempre verde mentre l'erba bruciata è ""all'italiana"":- ( Cospargiamoci il capo di cenere noi peccatori:- ( :- ( :- ( Mi sono svegliato polemico. Buona giornata. ";;;negativo;negativo;;;;;;;;;;;
"Intanto ....Io ho "" perso "" le RF";https://forum.quattroruote.it/threads/intanto-io-ho-perso-le-rf.110756/;15/06/2017 00:00;U2511;'Si ( per la 5er )';Direi un'ottima scelta nel tuo caso ;;;positivo;;;;;;;;;;;;
Nuova 991 GT3RS- Parte 3;http://www.porschemania.it/discus/messages/492693/751438.html?1447919326;22/09/2015 20:20;rlietz;;forse ho trovato l'inghippo ! e si potesse far lavorare le due ventole originali sempre dall'accensione ? mediante un tastino sul tunnel ? in estate sempre..... in inverno quando acqua e olio arrivano nei pressi dei 100\xb0 ! bohhh ! ( Messaggio modificato da rlietz il 22 settembre 2015 ) ;Porsche;911;neutro;;;;neutro;;;;;;;neutro;
La nuova piccola sta arrivando...;https://www.autopareri.com/forums/topic/29845-la-nuova-piccola-sta-arrivando?&page=2#comments;03/11/2008 18:24;Sonata_Arctica;;Potrei obiettare che certi numeri sono eccessivamente altini. ;;;negativo;;;;;;;;;;;;
Dubbio originalità cerchi;http://www.porschemania.it/discus/messages/10548/757745.html?1454583029;09/11/2015 22:08;stebuga;"Esatt gli originali sport design sono da 19""...quindi ufficiale che hai dei replic perxf2 a me piaccion anche se non coerenti con il modello 996...i migliori per 996 dovrebbero essere i Turbo look II da 18""..";"Cio\xe8 questi vero ? Sono d' accordo piacciono molto anche a me. E quanto alla scelta ""usato vs replica"" ? Io sarei per l' usato se veramente ok. Metodi sicuri per distinguere un originale da un replica ce ne sono ? ";;;neutro;;;neutro;;;;;;;;neutro;
Grande Punto Turbo ?;https://www.autopareri.com/forums/topic/16621-grande-punto-turbo?&page=5#comments;10/11/2005 02:19;Autox4;;"L'aria la tassavano già ! Chi aveva i compressori pagava una tassa sopra sull'aria aspirata ! Il CO2 lo tassano già la orripilante Carbon Tax poi perché usare i temini in inglese invece di dire ""tassa sull'anidride carbonica"" troppo lungo eh ? Alcool e barbabietole solita solfa. Quindi girati dove ti pare il cetriolone sempre in quel posto s'infila. Comunque il Turbo metano non è un'idea campata in aria. ";Fiat;Grande Punto;negativo;;;;;;;neutro;;;;;
[TEST DRIVE] 350z;https://www.bmwpassion.com/forum/threads/test-drive-350z.43825/page-2;17/08/2005 00:00;piccinino;'non sapevo di questi particolari motoristici... cmq intendevo esteticament piu particolare rispetto alla 350z. (davvero non lo fanno piu? fuori produzione?)';"perchè non la vende... ce l'ha li da 2 anni... pensa che è una cabrio lv 2 con 3000 km... me la molla per 30000 euro...:wink:sinceramente ripeto... io un'auto che tira considero altro... quella 350z ""TIRICCHIA""... impreza o evolution è un'altro andare... ovviamente IMHO. ";Nissan;350Z;negativo;;;;;negativo;;;;;;;
La percorrenza delle nostre Honda: Aggiornamento in progress;https://forum.quattroruote.it/threads/la-percorrenza-delle-nostre-honda-aggiornamento-in-progress.49981/page-19;15/07/2014 00:00;onriverside;"Fino a 20 giorni fa avrei detto ""nulla da segnalare ma purtroppo l'alternatore ha deciso di smettere di funzionare a 150Km da cas per giunta a poche ore dall'appuntamento già fissato per il tagliando dei 220K. Per il resto ordinaria amministrazione e l'intenzione di portarla ad almeno 300K.... Che ci vuoi far sono difetti ""di gioventù""!!! 'Fino a 20 giorni fa avrei detto ""nulla da segnalare ma purtroppo l'alternatore ha deciso di smettere di funzionare a 150Km da cas per giunta a poche ore dall'appuntamento già fissato per il tagliando dei 220K. Per il resto ordinaria amministrazione e l'intenzione di portarla ad almeno 300K.'";Che sia invece gelosa ? ? ? ? ? ? ? ? ? Stavo per prendere 4 scarpette metalliche nuove da 17' per la CR-Z ............mi ha praticamente azzerato il budget ;Honda;CR-Z;positivo;;;positivo;;;;;;;;;
Lancia Thema 2011;https://www.autopareri.com/forums/topic/41888-lancia-thema-2011?&page=115#comments;15/09/2011 17:15;Betha23;;C'è pure il pdf del vojager...... cmq con 240 cv fa lo 0-100 in 9 secondi e 230 di massima ! Siamo sui livelli di uno stralis A parità di cavalli ha prestazioni da auto con 50cv in meno......direi che bisogna lavorare ancora molto sulle piattaforme chrysler. Giusto per esempio la Classe S 250cdi fa tipo 8.2 e 240 di massima con 40cv in meno. ;Lancia;Thema;negativo;;;;;molto negativo;;;;;;;
Porsche 718 Cayman;https://forum.quattroruote.it/threads/porsche-718-cayman.103817/page-3;08/01/2017 00:00;bergat;;Si la mia risposta era provocatoria. So bene che il prezzo si allineerà a quello della Cayman ma a meno di caratteristiche superiori alla Porsche credo proprio che acquisterò la Cayman ;Porsche;Cayman;neutro;positivo;;;;;;;;;;;
Miracolo al Ring: SL 63 AMG;https://www.bmwpassion.com/forum/threads/miracolo-al-ring-sl-63-amg.52383/page-2;10/06/2004 00:00;DESHI BASARA;;no niente brabus è roba ufficiale mb :wink: ;Mercedes;SL;positivo;positivo;;;;;;;;;;;
Traditore si autodenuncia :p;https://www.bmwpassion.com/forum/threads/traditore-si-autodenuncia-p.121987/page-4;;m4cvs;;Eccellente lavoro ! Seguo con molto interesse e ti reppo ;;;positivo;;;;;;;;;;;;
Cerco 914 aiutatemi;http://www.porschemania.it/discus/messages/634/422435.html?1237128837;26/11/2008 08:32;lore;;Matteo anche se preferisco una cosa funzionante potrei valutare anche la gialla mandami mail sabato devo andare a Parma potrei vedere Bologna e Modena anche se questa non sembra un gran che perch\xe8 non riesco a mandare messaggi privati ? cosa sbaglio ? lorenzo punto piovan chiocciola libero punto it;Porsche;914;neutro;;;;;;;;;;;;
Fiat 500L Living 2013;https://www.autopareri.com/forums/topic/52011-fiat-500l-living-2013?&page=70#comments;25/07/2014 12:30;gpat;;Credo che lo abbiano messo sulla 1.3 perché è la versione più portata per le flotte dove è richiesto più di frequente. Ovviamente non è una giustificazione valida ma probabilmente hanno pensato così. ;Fiat;500L;negativo;negativo;;;;;;;;;;;
Kia Sportage (Topic Ufficiale - 2010);https://www.autopareri.com/forums/topic/36943-kia-sportage-topic-ufficiale-2010?&page=507#comments;21/04/2011 17:36;Dino71;;ciao tipografo come fai a dire dal pc la data di consegna ? ? ? ? ? posso farlo anche io ? ? ? ? ;Kia;Sportage;neutro;;;;;;;;;;;;neutro
Kia Sportage (Topic Ufficiale - 2010);https://www.autopareri.com/forums/topic/36943-kia-sportage-topic-ufficiale-2010?&page=337#comments;15/03/2011 18:26;lusyl;;Chidevo ai possessori della sporty 1.7 crdi o a chi già l'ha provata personalmente come secondo voi mi troverò quando mi arriverà sia a livello di guida motore visuale ecc.. ( indicando le differenze sostanziali che mi troverò ) considerato che vengo da una golf IV 1.9 TDI 110cv Highline anno 1999. Più soddisfazione rispetto alla GOLF oppure viceversa ? ( anche se ormai mi sono scordato visto che l'ho venduta circa 2 mesi fa ) . Grazie e rimango in attesa di risposte. ;Kia;Sportage;neutro;;;;;neutro;;neutro;;;;;
Storico mea culpa;https://forum.quattroruote.it/threads/storico-mea-culpa.112210/page-3;11/09/2017 00:00;ricky1976;;Si articolo interessante anche se penso che sanno benissimo cosa vanno incontro lasciando il circus in questa situazione diciamo pure che i regolamenti attuali sono assurdi e questo non aiuta certo per quanto mi riguarda lascerei da parte le competizioni anche se aiuta molto e starei con i piedi per terra che tanto a noi poco ci cambia se vicende il mondiale di F1 o meno. Discorso airbag Takata ne sono coinvolti milioni di veicoli e di varie marche compreso Toyota a me sembra un articolo messo lì a fagiolo per mettere in cattive acque Honda nei confronti della McLaren che ovviamente ha investito in quel progetto ma che forse vuole smarcarsi con il minore danno possibile. ;McLaren;;neutro;neutro;;;;;;;;;;;
Problema irrisolvibile FX 30d ?;https://forum.quattroruote.it/threads/problema-irrisolvibile-fx-30d.50363/;05/05/2011 00:00;Zagorharm;"'Zagorharm facci sapere l'esito di questo aggiornamento in modo tale ch se funzional lo possiamo richiedere anche noi. Per il resto farò la prova ""cambio in manuale"". Per la sospensione anteriore invece la mia è priva di cigolii (attualmente ho 19 mila km). Invece attendendo il primo tagliando fremo sul fattore scatola dello sterzo....non sopporto più i vari CLANK che sento quando giro il volante in manovra.'";Ciao Aborotto sicuramente vi farò sapere anche perchè nel caso non avessero risolto con l'aggiornamento sarebbe utile mettere insieme più voci per un eventuale contestazione Per quanto riguarda lo sterzo invece ti posso dire ( come ho già fatto in post precedenti ) che qualche mese fa fui chiamato dal centro Infiniti di Roma perchè dovevano assolutamente cambiarmi un pezzo che avevano riscontrato essere difettoso sulla scatola sterzo dell'FX ( in verità io notavo solo un ticchettìo ) . Direi quindi di chiamarli e farti mettere a posto la cosa così come hanno fatto a me. A risentirci. ;Infiniti;;neutro;;;;neutro;;;;;;;neutro;neutro
Come vanno le consegne di Musa?;https://www.autopareri.com/forums/topic/9924-come-vanno-le-consegne-di-musa?&page=4#comments;30/11/2004 15:59;Betha23;;Si infatti.. è diverso...... è più sul giallo mentre il mio è più sul bianco........ cmq oggi ne ho vista una Oro.... stupenda ! ;Lancia;Musa;positivo;;;molto positivo;;;;;;;;;
Alfa Romeo 159 2005;https://www.autopareri.com/forums/topic/13571-alfa-romeo-159-2005?&page=441#comments;25/07/2005 10:00;Autodelta85;;"Siccome tutti sfruttano questa ""mafia"" nessuno dice niente.....anzi si fa a gara a chi paga di +....... ";Alfa Romeo;159;negativo;;;;;;;;;;;;
musa diversa;https://www.autopareri.com/forums/topic/5286-musa-diversa?&page=2#comments;05/03/2004 19:00;carrera4;;che film ? ;;;neutro;;;;;;;;;;;;
Alfa Romeo Giulietta (Topic Ufficiale - 2009);https://www.autopareri.com/forums/topic/36127-alfa-romeo-giulietta-topic-ufficiale-2009?&page=457#comments;07/03/2010 13:14;kukro;;e i vantaggi che apporta: meno peso e meno vibrazioni... ;Alfa Romeo;Giulietta;positivo;;;;positivo;;;;;;;;
Scénic XMod - Topic Ufficiale;https://forum.quattroruote.it/threads/sc%C3%A9nic-xmod-topic-ufficiale.14456/page-34;03/02/2010 00:00;Ernst?;"""Ciao a tutt prima di postare qualcosa mi sono letto qualche pagina del topic. Ora vi dico che sono sempre più convinto dell' acquisto di una Xmod 1.5 tdci 110 FAP Dynamique. All' auto ho aggiunto Bluetooth + Plug % Musi Ruota di scort E metalizzatura (NERA ). Nel finanziamento mi ha incluso con 299 ? anche un pacchetto con incendio e furto di un anno e 4 anni di garanzia ed altri accorgimenti. Io devo ridare indietro la mia polo del 2005 e me l'ha supervalutata sugli 8000 ?. Ora mi sta venendo il dubbio se inserire anche il CITY PACK PLU è un'auto abbastanza ingomgrante e non vorrei pentirmene non aggiungendolo. Mi dite la differenza tra la chiave elettronica e l'Easy Acess System II? I cerchi sono più belli i SARI o i SCHUSS??? Consigliatemi vi preg sono indeciso p.s. Sono di Roma""";Io farei così: - city pack plus: NO. Per me alla fine è un optional al quale si può rinunciare soprattutto su un'auto con buona visibilità e ingombri contenuti come la X-mod. - Easy access II: Si' tutta la vita. E' probabilmente l'optional più riuscito della Renault... una volta che lo provi non puoi più farne a meno. - Cerchi: SARI tutta la vita. Più eleganti e con un disegno più armonioso. ;Renault;Scenic;positivo;;;positivo;;;;;;;positivo;;
aggiornamento sito Mini;https://forum.quattroruote.it/threads/aggiornamento-sito-mini.24741/;26/02/2010 00:00;mattiapascal;;a circa un mese e mezzo dall'annuncio dei nuovi motori euro 5 il sito non è ancora aggiornato e ovviamente nemmeno il configuratore.... se poi ci si vuole mettere in contatto bisogna necessariamente fornire il numero di targa della macchina ! e se uno non ha una mini ? ma sono matti ? ;Mini;;negativo;;;;;;;;;;;;negativo
Lexus IS (Topic Ufficiale - 2005);https://www.autopareri.com/forums/topic/23086-lexus-is-topic-ufficiale-2005;18/04/2007 12:14;lorenzo78;;ottimo delta aspettiamo foto e primo contatto... ;Lexus;IS;positivo;;;;;;;;;;;;
Mazda MX-5 2015;https://www.autopareri.com/forums/topic/56165-mazda-mx-5-2015?&page=162#comments;14/02/2016 13:24;TORRE;;anch'io avevo pensato alla CX-3...ma ce ne è già una rossa...e alcuni particolari nel frontale non coincidono....forse è solo una differente versione/allestimento ;Mazda;MX-5;neutro;;neutro;neutro;;;;;;;;;
Kia Sportage (Topic Ufficiale - 2010);https://www.autopareri.com/forums/topic/36943-kia-sportage-topic-ufficiale-2010?&page=420#comments;04/04/2011 10:31;gmonte;;Copio collegamento a caso a una discussione Audi su problemi FAP gasolio nell' olio 2000 TDI DPF ed eccesso di olio-gasolio in coppa - Audi Sport Club Forum ;Kia;Sportage;neutro;;;;;;;neutro;;;;neutro;
Consegnata alla Polizia Stradale la seconda Gallardo;https://www.bmwpassion.com/forum/threads/consegnata-alla-polizia-stradale-la-seconda-gallardo.15551/;18/07/2004 00:00;Melo;;http://www.infomotori.com/a_299_IT_15619_1.html ;Lamborghini;Gallardo;neutro;;;;;;;;;;;;
Maserati Granturismo 2018;https://www.autopareri.com/forums/topic/63327-maserati-granturismo-2018?&page=18#comments;01/07/2017 10:10;poliziottesco;;Ammazza la Ghibli un capolavoro. Mi sembra stia salendo di parecchio anche lei ;Maserati;Ghibli;positivo;molto positivo;;positivo;;;;;;;;;
Scénic XMod - Topic Ufficiale;https://forum.quattroruote.it/threads/sc%C3%A9nic-xmod-topic-ufficiale.14456/page-92;03/04/2010 00:00;NEWsuper5;"overdose13 ha scritto: NEWsuper5 ha scritto: NEWsuper5 ha scritto: non so se qualcuno vi ha già informat ma su Al Volante di aprile c'è la prova della 1400 TCe ... preg eh.... :?... il problema è ke le prove durano qualke ora ma le grane(se ci sono)rikiedono piu tempo x emergere xcui io le trovo inaffidabili.Poi sospetto sempre ke redazioni e case automobilistike siano un po..ehm..amike!Per curiosità mi dici se è stata positiva?... tutto sommato si.... hanno lagnato sulla rigidità delle sospensioni . sul bracciolo anteriore scomod la posizione del pulsante del freno a mano e la visibilità dietro. hanno riscontrato un consumo: 1 kml in città 1 4 extraurbano 1 5 autostrada... 1 8 kml consumo medio... era in versione luxe. per il resto tutto positiv praticit comandi cruscott motor fren tenuta di strad finiture........ Grazie.Ank io mi kiedevo a cosa servisse un bracciolo così in basso(inutile)e poi trovo""misteriosi""anke i non visibili comandi tecno nascosti dietro il volante(radio-tel).I consumi riscontrati mi sembrano preoccupanti:degni di megaSUV. Mah!per adesso mi preoccupo solo x ponte-convergenza. "" overdose13 ha scritto: NEWsuper5 ha scritto: NEWsuper5 ha scritto: non so se qualcuno vi ha già informat ma su Al Volante di aprile c'è la prova della 1400 TCe ... preg eh.... :?... il problema è ke le prove durano qualke ora ma le grane(se ci sono)rikiedono piu tempo x emergere xcui io le trovo inaffidabili.Poi sospetto sempre ke redazioni e case automobilistike siano un po..ehm..amike!Per curiosità mi dici se è stata positiva?... tutto sommato si.... hanno lagnato sulla rigidità delle sospensioni . sul bracciolo anteriore scomod la posizione del pulsante del freno a mano e la visibilità dietro. hanno riscontrato un consumo: 1 kml in città 1 4 extraurbano 1 5 autostrada... 1 8 kml consumo medio... era in versione luxe. per il resto tutto positiv praticit comandi cruscott motor fren tenuta di strad finiture..... "" NEWsuper5 ha scritto: NEWsuper5 ha scritto: non so se qualcuno vi ha già informat ma su Al Volante di aprile c'è la prova della 1400 TCe ... preg eh.... :?... il problema è ke le prove durano qualke ora ma le grane(se ci sono)rikiedono piu tempo x emergere xcui io le trovo inaffidabili.Poi sospetto sempre ke redazioni e case automobilistike siano un po..ehm..amike!Per curiosità mi dici se è stata positiva? "" NEWsuper5 ha scritto: non so se qualcuno vi ha già informat ma su Al Volante di aprile c'è la prova della 1400 TCe ... preg eh.... :? ""non so se qualcuno vi ha già informat ma su Al Volante di aprile c'è la prova della 1400 TCe """;guarda non so il resto ma i comandi della radio sono messi benissimo li ho sulla twingo uguali e sono decisamente meglio di quelli sul volante. li usi 2 volte e sai già perfettamente come funzionano.sono a portata di dita senza dover spostare la mano dal volante.... ;Renault;Scenic;positivo;;;;;;;;;;positivo;;
Consiglio cayenne s 2004/2005;http://www.porschemania.it/discus/messages/22971/755156.html?1447440355;16/10/2015 15:29;alby75;l'unico che non prenderei mai xe8 il 3.2;Eeeeeeee ! ! 250cv sono pochini.... VERO VERO ! ! Io mi consolo non pagando il superbollo... ;Porsche;Cayenne;positivo;;;;;negativo;;;;;;;
ritirata fiat idea;https://www.bmwpassion.com/forum/threads/ritirata-fiat-idea.41805/page-3;09/02/2007 00:00;KILLER QUEEN;'ehhhh ma quella li vale tutti!!!!! ';Sai qual è il paradosso ? Tra un paio d'anni mia moglie vorrebbe prendersi una Boxter cabrio ;Fiat;Idea;neutro;;;;;;;;;;;;
Declino Lancia: quand'è iniziato?;https://www.autopareri.com/forums/topic/7632-declino-lancia-quand%C3%A8-iniziato?&page=2#comments;24/06/2004 19:26;pirata21;;già non l'hanno evoluta nel tempo solo per quanto riguarda i motori a benza sono andati avanti introducendo i 16v per il resto solo le modifiche alle sospensioni per l'ultima serie ( derivate dalla marea ) ;Lancia;;negativo;negativo;;;negativo;;;neutro;;;;;
356 B T6 cabriolet 75CV;http://www.porschemania.it/discus/messages/10550/337717.html?1198162928;04/12/2007 09:45;guido;Io credo proprio che per il motore sei a post l'80% del prodotto 356 ha avuto un trapianto di motore;scusa ma dissento su questa tua affermazione ! ! ! ! se la tua monta un motore sbagliato non significa che sia la norma.;Porsche;356;negativo;;;;;;;negativo;;;;neutro;
[Foto forse scoop?] Alfa 159 vista oggi;https://www.bmwpassion.com/forum/threads/foto-forse-scoop-alfa-159-vista-oggi.12698/;01/02/2005 00:00;b0sh;;ciao ! ! forse qualcuno l'ha già anche comprata visto che in tv l'ho già vista fatta e finita però oggi al centro commerciale malpensa uno di gallarate ( va ) mi sono imbattuto per l'ennesima volta nell' alfa camuffata che gira qui in zona e avendo il cell della girlfriend ho scattato queste fotine: è la 159 vero ? la cosa strana è che si trovava nel parcheggio clienti come un'auto normale....però era senza targa sia davanti che dietro ! ! boh ! ! prego notare i cerchi payura..... cmq sembra bella ! ;Alfa Romeo;159;positivo;;;positivo;;;;;;;;;
Problema tergicristallo e lavavetri Fiat Seicento;https://forum.quattroruote.it/threads/problema-tergicristallo-e-lavavetri-fiat-seicento.119224/;05/11/2018 00:00;sman980;;Che la pompa sia scollegata o più probabilmente guasta non ci piove. Non capisco perchè dal comando al volante l'anteriore non va ed il posteriore si usandoli come lavavetri. Capite l'inghippo ? Non vorrei ci sia un problema al devio o al motorino del tergi anteriore ;Fiat;Seicento;;;;;negativo;;;;;;negativo;neutro;
Sensori pneumatici;https://forum.quattroruote.it/threads/sensori-pneumatici.114038/page-2;02/01/2018 00:00;Fg82;'La singola pressione non la darebbe comunqu manco con i diretti. E pure la prescrizione di non spostare i cerchi resta solo per le prime generazioni di tpm quelli attuali si riconfigurano da soli.';Ma io sono a conoscenza che il sistema diretto indica anche la pressione in bar di ogni singolo pneumatico a differenza del sistema indiretto ;;;neutro;;;;;;;;;;neutro;;
Alfa Romeo Giulietta (Topic Ufficiale - 2009);https://www.autopareri.com/forums/topic/36127-alfa-romeo-giulietta-topic-ufficiale-2009?&page=267#comments;10/02/2010 14:17;icaro821;;quindi il primo fornitore ( Sachs ) è un caprone ? allora perchè resta comunque come fornitore dell'assetto sportivo ? ;Alfa Romeo;Giulietta;negativo;negativo;;;negativo;;;;;;;;
Chiarimenti su  Swift hybrid;https://forum.quattroruote.it/threads/chiarimenti-su-swift-hybrid.112636/page-3;20/04/2018 00:00;toni.lop;;I vetri davanti sono chiari. Leggermente filtranti. Le alette sono piccole non so se si possono sostituire. L'alloggiamento è di quelle dimensioni ;Suzuki;Swift;neutro;;negativo;;;;;;;;;neutro;
bonus hybrid;https://forum.quattroruote.it/threads/bonus-hybrid.118401/;13/09/2018 00:00;Antropello;;Ciao forse per il discorso rottamazione credo non ci sia differenza ma se chiami il concessionario sicuramente ti da tutte le informazioni che desideri. Anche la mia aveva molti difetti che a loro ho elencato ma l'hanno ritirata per acquistare la yaris ;;;positivo;;;;;;;;;;;;positivo
Dinemica brescia primo tagliando X5 e70;https://www.bmwpassion.com/forum/threads/dinemica-brescia-primo-tagliando-x5-e70.135395/page-5;06/05/2009 00:00;seul4;;si chiamava autosport erano alla buona poi i figli si sono in granditi e sono diventati cari io le due volte che ho cercato da loro auto usate sono sempre trovato male nella sede nuova.ciaooo ;BMW;;negativo;;;;;;;;;;;;negativo
BMW E90 vs Brillance Junjie: gemelle diverse;https://www.bmwpassion.com/forum/threads/bmw-e90-vs-brillance-junjie-gemelle-diverse.31456/page-2;07/07/2005 00:00;Amante-Audi;'...anche in matematica se A=B e B=C allora A=C ';Il motore per il mercato Cinese è derivato Mitsubishi in europa sbarcherà con un motore 100% Brillance messo a punto assieme alla Porsche.Si tratta di un'unità 1.8L aspirata e sovralimentata. Poi ci saranno anche un 1.6 e un 2.0 derivati dallo stesso motore.Gli interni che ho trovato gli ho visti su un forum canadese di auto cinesi quindi non ti saprei dire quali sono i veri P.S: In germania dovrebbe essere già in vendita... ;BMW;;positivo;positivo;neutro;;;;;positivo;;;;;
ma quanto è bella???;https://www.autopareri.com/forums/topic/19157-ma-quanto-%C3%A8-bella?&page=2#comments;12/03/2006 11:44;Sonata_Arctica;;Non capisco assolutamente la mania delle station wagon da corsa... io la RS4 la adoro e mi piace un macello ma NON AVANT ! ! ! ;Audi;RS4;positivo;;;neutro;;positivo;;;;;;;
mercedes classe A 180 sport;https://forum.quattroruote.it/threads/mercedes-classe-a-180-sport.107392/page-2;09/05/2018 00:00;giuliogiulio;;io voto diesel quel motore è parco pieno e fruibile e sulla Classe A consuma pochissimo. E'vero che non fai molta strada ma hai pienamente modo di ripagartelo ;Mercedes;Classe A;positivo;;;;;;molto positivo;positivo;;;;;
Adesivi ALLUMINIO sotto porta: consigli;http://www.porschemania.it/discus/messages/502415/325344.html?1359060662;08/11/2007 17:52;koolstill;;http://cgi.ebay.it/Short-Shifter-996-997-Boxster-986-987-Cayman-PORSCHE_W0QQitem Z330182686509QQihZ014QQcategoryZ10408QQssPageNameZWDVWQQrdZ1QQcmdZViewItem Qui^^^ Questa \xe8 in asta prova a chiedere se ne ha compralo subito parla Inglese.;;;neutro;;;;;;;;;;;;
Chi sono? Mi presento;https://forum.quattroruote.it/threads/chi-sono-mi-presento.13/page-64;01/06/2012 00:00;RobyA112;;E benvenuto anche da parte mia ! ;;;positivo;;;;;;;;;;;;
Serie 3 2019;https://forum.quattroruote.it/threads/serie-3-2019.118431/;27/09/2018 00:00;SUBmARine U-14;;https://www.quattroruote.it/news/nu...ter_nuovi_dettagli_della_berlina_tedesca.html ;BMW;Serie 3;neutro;;;;;;;;;;;;
Prius plug in;https://forum.quattroruote.it/threads/prius-plug-in.118895/;31/12/2018 00:00;claus1955;'Ho una Prius plug in da un mese e ho percorso circa 2200 km utilizzandola anche in autostrada su lunghe tratte (Ascoli-Matera per esempio) facendo sporadiche ricariche alle colonnine. Il consumo indicato sul cruscotto è di 4.0 litri/100km che mi sembra un buon risultato anche rispetto alla precedente auto a gasolio. Riguardo le ricariche alle colonnine ho notato che al massim cioè quando la carica residua è accumula 6 kWh contro una capacità dichiarata delle batterie di 8 kWh. Chiedo pertanto a claus1955 che valori ha rilevato nella ricarica completa della batteria. Altro tema sul quale vorrei confrontarmi riguarda la modalità di guida da impostar tra quelle propost che consenta la massima economia nei consumi.';Ciao sinceramente non so quanti kWh ricarica perchè è un argomento per me tabù so solo che l'autonomia di solo elettrico in periodi più caldi si aggira su i 60 km adoperandola in città con temperature più basse l'autonomia scende di una decina di km un po' incidono anche i fari accesi e l'eventuale climatizzatore. Alla seconda domanda posso risponderti con più precisione in quanto le ho provate tutte e tre e attualmente secondo me il compromesso migliore è il NORMAL. Saluti e se hai qualche altra domanda alla quale sono in grado di risponderti sarò felice di farlo. ;Toyota;Prius;neutro;;;;;;neutro;;neutro;;positivo;;
Quale cavo per ricaricare Renault Twizy dalle colonnine;https://www.forumelettrico.it/forum/topic5599.html?sid=9b3d6660a00250109c0902db2fb0b90b;11/05/2019 13:01;marco;'Il cavo di ricarica di TWIZY è dotato di connettore Tipo 3 lo standard per la ricarica pubblica dei quadricicli.';Ciao sul sito Renault c'è scritto:Fonte: https://www.renault.it/veicoli/auto-ele ... .html#grefPer cui dovresti averlo di serie a meno che non hai preso il Twizy usato e forse il cavo se l'è tenuto il vecchio proprietario ? ;Renault;Twizy;neutro;;;;;;;;neutro;;;;
Alfa Romeo Giulia 2016;https://www.autopareri.com/forums/topic/60616-alfa-romeo-giulia-2016?&page=565#comments;15/05/2016 12:31;AlbertoDM;;"Perdonami Taurus ma l'infotainment che ho provato a Ginevra era sì migliorato rispetto a quello mostrato a Francoforte ma tutt'altro che fluido. Per intenderci l'uConnect 7"" della Tipo era infinitamente più veloce fluido senza impuntamenti o altro. Spero che siano stati fatti passi avanti nel frattempo. ";Alfa Romeo;Giulia;negativo;;;;;;;;;;molto negativo;;
Alfa Romeo Stelvio;https://forum.quattroruote.it/threads/alfa-romeo-stelvio.103307/page-45;29/04/2017 00:00;pilota54;"'Dato che 4R mi sembra non acquisti segretamente le vetture delle prove ma siano forniti dalle Cas potrebbe anche trattarsi di un esemplare di Stelvio ""vitaminizzato"".... Salvo che la procedura di prova non preveda un preventivo controllo al banc in questo caso sarebbe interessant se esiston pubblicarne i report.'";No Quattroruote non misura la potenza al banco prova. ;Alfa Romeo;Stelvio;neutro;;;;;neutro;;;;;;;
Audi A3 Sportback tfsi 150cv o Golf gti Performance ?;https://forum.quattroruote.it/threads/audi-a3-sportback-tfsi-150cv-o-golf-gti-performance.120080/;06/01/2019 00:00;inferorumdominus;;@davide.tibaldi@icloud.com Altri marchi non li hai proprio presi in considerazione ? ;Audi;A3;negativo;negativo;;;;;;;;;;;
