Titolo;URL;Timestamp;User;(Testo Citato);TESTO;Costruttore;Modello;Sentiment;Brand;Interni;Esterni;Meccanica;Prestazioni;Consumi/Autonomia;Motore;Elettrico;Fuoristrada;Elettronica di Bordo;Manutenzione;Assistenza/Concessionari
per chi aspettava un piccolo diesel;https://forum.quattroruote.it/threads/per-chi-aspettava-un-piccolo-diesel.86519/page-2;31/03/2014 00:00;mommotti;;Ma secondo voi è mono o biturbo ? Se prendiamo in esame le potenze e coppie ipotizzate e i valori mazda riferiti all'attuale 2.2 sembrerebbe possa essere un biturbo anche questo. Sul web infatti si parla di potenze fino a 120/130 cavalli e coppia di 300 nm. Fatte le debite proporzioni siamo a livello ( anche di più ) del 2.2 da 175 cv e 420 nm....con un monoturbina è possibile ma credo fortemente in contraddizione con la filosofia mazda tutt'altro che favorevole ai motori spinti. Che ne dite ? ;Mazda;;neutro;;;;;;;neutro;;;;;
vista la brera!!!;https://www.bmwpassion.com/forum/threads/vista-la-brera.17957/page-2;23/08/2004 00:00;mamo;;L'avevo già vista circa un mese e mezzo fa l'ho rivista oggi al Motor Show e confermo che per me è un baraccone con una linea orribile...........preferisco cento volte la 159 ;Alfa Romeo;Brera;negativo;;;molto negativo;;;;;;;;;
Museo Alfa Romeo: finalmente il TAR ha respinto il vergognoso ricorso contro il vincolo.;https://forum.quattroruote.it/threads/museo-alfa-romeo-finalmente-il-tar-ha-respinto-il-vergognoso-ricorso-contro-il-vincolo.49441/page-189;20/05/2013 00:00;giampi47;;Anno 1974 - ALFETTA da Rally con motore 4 Valvole e Monoaccensione Attached files /attachments/1597392=25818-Copia di DSCF3621- ALFETTA Berlina-Motore 2000- 4 Valvole-Monoaccensione- anno 1974.JPG ;Alfa Romeo;Alfetta;neutro;;;;;;;;;;;;
Antipasto di Civic X (USDM);https://forum.quattroruote.it/threads/antipasto-di-civic-x-usdm.95343/page-45;12/12/2016 00:00;elancia75;'Mi chiedo quanto ci sarà da spendere per una 1.5 turbo ben equipaggiata o una 1.6 i-dtec da 160 cv (se ci sarà)...';Equipaggiata bene sui 28.000 credo. Con tutto e di più sui 30.000. ;Honda;Civic;neutro;;;;;;;;;;;;
Golf GTi mk7: maniobra de esquiva;https://forum.quattroruote.it/threads/golf-gti-mk7-maniobra-de-esquiva.116312/;01/05/2018 00:00;gnpb;;Beh la manovra è oggettivamente improbabile su strada come minimo scartando così falci una moto che ti stava superando quando vai a sinistra e uno scooter quando rientri a destra. Lo sparo è classico se fatto con la testa privo di rischi ( FdO a parte ) divertente facilmente confrontabile e ripetibile oltre a comportare un minimo di abilità personale. Questo test è interessante giusto per vedere il comportamento delle varie auto nelle varie tipologie ( in modo da capire ad esempio cosa si va incontro ad avere un baricentro alto ) ma così come svolto non è né rigoroso né direttamente confrontabile né esplicativo della sicurezza o meno di un'auto basandosi su 1km/h di differenza. ;Volkswagen;Golf;negativo;;;;;;;;;;;;
10 buoni motivi per NON comprare una SW;https://www.bmwpassion.com/forum/threads/10-buoni-motivi-per-non-comprare-una-sw.49714/page-2;23/08/2004 00:00;mamo;;e tu non conosci il mio: sempre comprato macchine italiane e sempre nuove. il grande passo è convincerlo a prendere un tedesca usata ;;;neutro;;;;;;;;;;;;
Info Subaru Levorg;https://forum.quattroruote.it/threads/info-subaru-levorg.102874/page-2;05/07/2016 00:00;Suby01;"SERGIOXV ha scritto: 1)3) retrotreno mi pareva un po' dondolante e non all'altezza dell'avantren sensazione di passo lungo (più di quel che è in realtà l'auto è poco più di 5 m ed il passo mi sembra lo stesso delle impresa ... ergo sospensioni nn all'altezza dell'avantreno ??)... non l'ho provata ma mi pare strano visto che stiamo parlando di una vettura che ha il multilink a 5 bracci al posteriore cosa rara di questi tempi nel segmento di appartenenza...... concord sia nell steering pad che in esse in sequenza l'ho troavato reattivo ma non ballerin basta guidarlo non in rilascio ma sempre in tir megari se la curvatora apre in moderata accelereazione... "" SERGIOXV ha scritto: 1)3) retrotreno mi pareva un po' dondolante e non all'altezza dell'avantren sensazione di passo lungo (più di quel che è in realtà l'auto è poco più di 5 m ed il passo mi sembra lo stesso delle impresa ... ergo sospensioni nn all'altezza dell'avantreno ??)... non l'ho provata ma mi pare strano visto che stiamo parlando di una vettura che ha il multilink a 5 bracci al posteriore cosa rara di questi tempi nel segmento di appartenenza... ""1)3) retrotreno mi pareva un po' dondolante e non all'altezza dell'avantren sensazione di passo lungo (più di quel che è in realtà l'auto è poco più di 5 m ed il passo mi sembra lo stesso delle impresa ... ergo sospensioni nn all'altezza dell'avantreno ??)""";Effettivamente anche a me lascia perplesso sentire di retrotreno ballerino anche se non l'ho ancora provata. Eventualmente se è come la mia un po' di sottosterzo quando non sei in tiro in curva ma basta andare di acceleratore e subito ti riporta in traiettoria ideale ;Subaru;Levorg;positivo;;;;;neutro;;;;;;;
Museo Alfa Romeo: finalmente il TAR ha respinto il vergognoso ricorso contro il vincolo.;https://forum.quattroruote.it/threads/museo-alfa-romeo-finalmente-il-tar-ha-respinto-il-vergognoso-ricorso-contro-il-vincolo.49441/page-34;40752;Yardrat;;anche io ;Alfa Romeo;;neutro;;;;;;;;;;;;
Fiat Bravo (Topic Ufficiale - 2007);https://www.autopareri.com/forums/topic/23380-fiat-bravo-topic-ufficiale-2007?&page=161#comments;02/01/2008 11:33;j;;Cm mai niente versione Sport cm il 1.6 ? ? ? ;FIAT;Bravo;negativo;;;;;;;;;;;;
Tutte le novità sui prossimi motori Alfa Romeo;https://www.autopareri.com/forums/topic/17689-tutte-le-novit%C3%A0-sui-prossimi-motori-alfa-romeo;28/12/2005 15:58;il FUSI;;"bhè hai detto bene quasi......... comunque oh che devo dirti ? Sapendo ( oramai tutti ) che sono un gran rognoso scassaballe dire che la tua macchina mi ha soddisfatto ( tranne quello che tu sai a livello estetico ) come motore come assetto e come costruzione....... che è non ti ""abbasta"" ? ";Alfa Romeo;;neutro;;;;;;;;;;;;
Prova Qr Alfa Spider 3.2 V6 Q4!!!;https://www.bmwpassion.com/forum/threads/prova-qr-alfa-spider-3-2-v6-q4.30580/page-3;19/09/2005 00:00;F4ago;;ma è come innamorarsi della gigantografia olografica 3d di una bellissima ragazza..magari costerebbe un bottote la porti in giro ci fai un figurone soddisfazione personale..ma prestazioni zero ! ;Alfa Romeo;Spider;neutro;;;molto positivo;;molto negativo;;;;;;;
Mondiale F.1 - GP d'Australia 2018;https://forum.quattroruote.it/threads/mondiale-f-1-gp-daustralia-2018.115435/page-16;24/03/2018 00:00;BufaloBic;;Ne sono convinto anche io. Al netto degli errori parrebbe che in qualifica rispetto alla Mercedes la Ferrari è dietro di un paio di decimi e la Red Bull di 4-5 mentre in gara Ferrari e Red Bull dovrebbero essere lievemente superiori di un paio di decimi. Se domani avremo un gp senza pioggia la pista ci darà i suoi responsi ritengo che sia Mercedes Ferrari e Red Bull trovandosi davanti alla prima curva abbiano le stesse chance di vittoria ;;;neutro;;;;;;;;;;;;
Alfa Romeo Giulietta (Topic Ufficiale - 2009);https://www.autopareri.com/forums/topic/36127-alfa-romeo-giulietta-topic-ufficiale-2009?&page=1102#comments;15/10/2010 14:05;LucioFire;;hai dato mai un'occhiata al parco auto circolante ? guarda quante sono le auto che stanno sotto i 12 secondi sullo 0\100 ( per quanto possa essere importante nell'acquisto ) ;Alfa Romeo;Giulietta;neutro;;;;;positivo;;;;;;;
Audi Q3 2011;https://www.autopareri.com/forums/topic/42669-audi-q3-2011?&page=8#comments;14/04/2011 20:37;Prismone;;se lo vedi di fiancata:asp::asp::pz:pz cmq faranno anche il q1.... ma chi compra questa robaccia:mirror::mirror: ;Audi;Q3;negativo;;;;;;;;;;;;
coupè JUNIOR: che ne dite?;https://www.autopareri.com/forums/topic/7770-coup%C3%A8-junior-che-ne-dite?&page=12#comments;06/07/2004 07:31;DESMO16;;...decisamente bella..chissà che prezzi... :cry: ;;;neutro;;;;;;;;;;;;
Alfa Romeo MiTo (Topic Ufficiale - 2008);https://www.autopareri.com/forums/topic/27704-alfa-romeo-mito-topic-ufficiale-2008?&page=517#comments;11/06/2008 20:48;El Matador;;"""Io il diciotto.. lo rifiuto ! "" ";Alfa Romeo;MiTo;neutro;;;;;;;;;;;;
Alfa Romeo 4C;https://forum.quattroruote.it/threads/alfa-romeo-4c.74909/page-60;26/08/2013 00:00;francescovir;;Bellicapelli3 l'intercooler maggiorato e' della domo race ed e' posizionato al posto dell'intercooler di serie a stento ma ci entra. nelle immagini sopra postate da notare l'assenza delle feritoie air intake anteriori. forse tra poco gia' ci siamo ! ovviamente se volevi evidenziare l'errore di battitura adesso e' scritto correttamente. ;Alfa Romeo;4C;neutro;;;;;;;;;;;;
";-) FOTO Nuova Brera";https://www.bmwpassion.com/forum/threads/foto-nuova-brera.53044/;04/09/2007 00:00;Fragia;"'Nel Link che allego c'è la fotografia della ""nuova Brera"" con un optional fondamentale per i possessor un optional direi Irrinunciabile per chi acquista sudetta auto :wink::wink: http://img225.imageshack.us/img225/6594/alfaromeourbanoym5ar4.jpg'";"Nel Link che allego c'è la fotografia della ""nuova Brera"" con un optional fondamentale per i possessori un optional direi Irrinunciabile per chi acquista sudetta auto :wink::wink:http://img225.imageshack.us/img225/6594/alfaromeourbanoym5ar4.jpg ";Alfa Romeo;Brera;neutro;;;;;;;;;;;;
Porsche Taycan: la berlina elettrica costerà circa 80.000 euro - HDmotori.it;http://www.hdmotori.it/2018/10/18/porsche-taycan-prezzi-data-uscita-elettrica/;22/10/2018 07:10;Bruce Wayne;;A partire da come ogni Porsche. Non c’entra il fatto che sia elettrica.;Porsche;Taycan;neutro;neutro;;;;;;;;;;;
Alfa Romeo Giulietta (Topic Ufficiale - 2009);https://www.autopareri.com/forums/topic/36127-alfa-romeo-giulietta-topic-ufficiale-2009?&page=745#comments;12/05/2010 14:47;Raxiel;;Domanda.. Secondo voi..che ne sapete sicuramente piu di me ora la mia macchina è in produzione ? Nel senso io l ho ordinata il 22 Aprile ordine spedito inserito accettato e tutto. Ora che è sorto questo problema del colore la macchina è stata bloccata oppure proseguirà tutto nella norma fin quando non viene inserito il nuovo colore scelto ? In soldoni quando sceglierò il colore..perderò tutta la precedenza che avevo sugli ultimi ordini dei primi di Maggio e perchè no anche di quelli del porte aperte oppure i termini di consegna saranno piu o meno invariati ? ;Alfa Romeo;Giulietta;neutro;;;;;;;;;;;;
"Corsera: ""perplessi"" per lo spot tv della 147";https://www.autopareri.com/forums/topic/9491-corsera-perplessi-per-lo-spot-tv-della-147?&page=4#comments;26/10/2004 11:59;copco;;A proposito: dove sei stato ? Eravamo un pò preokkupati ! ;Alfa Romeo;147;neutro;;;;;;;;;;;;
Mondiale F.1 2019 - parliamone;https://forum.quattroruote.it/threads/mondiale-f-1-2019-parliamone.119664/page-27;13/02/2019 00:00;pilota54;;"Ricciardo: ""Sono molto.....affamato""................ https://www.quattroruote.it/news/sport/2019/02/12/formula_1_ricciardo_sono_molto_affamato_.html ";;;neutro;;;;;;;;;;;;
Abarth 124 rally RGT;https://forum.quattroruote.it/threads/abarth-124-rally-rgt.106123/page-38;04/02/2019 00:00;pilota54;;Abarth Rally Cup 2019 - Le date https://www.facebook.com/video.php ? v=2145230962183511 ;Abarth;124;neutro;;;;;;;;;;;;
VolksWAGEN  outlet;https://www.autopareri.com/forums/topic/13633-volkswagen-outlet;16/06/2005 12:12;blueyes;;cioe' ? mi spieghi meglio ? come funzionano sti sconti agli agenti di commercio ? ;Volkswagen;;neutro;;;;;;;;;;;;
Provocazione piccola piccola...;https://www.autopareri.com/forums/topic/16482-provocazione-piccola-piccola?&page=5#comments;28/10/2005 04:11;sarge;;Taurus guarda che a me mica mi devi convincere....nn fosse altro che la e90 la vedo tutte le mattine ( ce l'ha quello del piano di sopra ) e mi fa cagare....come nn trovavo riuscita in toto la e46 che per come la vedo io...nn era bella come la e36....mi auguro che se ne vedano parecchie di 159 in giro...e penso accadra'...ma spero davvero che in fiat si abbia la volonta' di ricreare quel plus tecnico sportivo di una volta... ;BMW;Serie 3;negativo;;;;;;;;;;;;
rottura cinghia di distribuzione  precoce su c3;https://forum.quattroruote.it/threads/rottura-cinghia-di-distribuzione-precoce-su-c3.111861/;16/09/2017 00:00;Jazzaro;;Catena o cinghia conta poco per l'affidabilità se son fatte male si rompono entrambe vedi le morie di 1.3mj Fiat e dei 2.0d Bmw. Per le cinghie potete leggere qui: http://www.notiziariomotoristico.co...ghie-di-distribuzione-consigli-e-accorgimenti I 1.6tdci usano le HT ecco perchè durano più delle altre. La cinghia a bagno d'olio ( in realtà è inumidita dai vapori ) dura di più e risulta più affidabile in quanto il velo d'olio riduce l'attrito fra denti e pulegge ora anche Honda la utilizza. ;Citroën;C3;neutro;;;;;;;;;;;;
Nuova Kia Rio 2011;https://forum.quattroruote.it/threads/nuova-kia-rio-2011.53302/page-17;09/12/2011 00:00;matto80;'Si però sono gli stop che lampeggian aggiungo una nuova domand sapete fino a che velocità si accendono le luci di svolta?';Davvero ? ? A me risultava che si accendessero le 4 frecce... Può essere che mi sono sbagliato ! ;Kia;Rio;neutro;;;;;;;;;;;;
Mercato piloti 2019;https://forum.quattroruote.it/threads/mercato-piloti-2019.117799/page-5;10/08/2018 00:00;gbortolo;"""Riccardo ha sempre menzionato Hamilton nella sua scelta di lasciare McLaren. All'epoca sembrava un azzardo. McLaren vinceva è la Mercedes solo 1 vittoria e poi spesso arrancava.""";Diciamo che piuttosto che masticare amaro in un team forse vincente ( Honda permettendo ) ha scelto di spoatarsi in un team emergente. Sinora il salto diqualità non c'è stato. Spero per Ric che arrivi. Comunque anche Hulk potrebbe essere un gran brutto cliente per l'australiano ;;;neutro;;;;;;;;;;;;
STOP rischio rottura motore;https://forum.quattroruote.it/threads/stop-rischio-rottura-motore.51670/page-4;06/06/2011 00:00;massib67;;Io faccio 100 km di autostrada quasi tutti i giorni. Non mi sono mai accorto della rigenerazione... ;;;neutro;;;;;;;;neutro;;;;
Tagliando 15.000 km IS 250 Luxury MMP;https://forum.quattroruote.it/threads/tagliando-15-000-km-is-250-luxury-mmp.26635/;29/03/2010 00:00;alexone68;;Alla fine ho pagato ? 309 Olio guarnizione filtro olio filtro antipolline trattamento disinfettante brigel ? additivo carburante mano d'opera ;Lexus;IS 250;neutro;;;;;;;;;;;;
Una Cayenne S in vendita? Ma sono matto o cosa?? ;http://www.porschemania.it/discus/messages/22971/230670.html?1172231171;21/02/2007 10:40;fedefiba;;apparte gli scherzi stai parlando con un estimatore del pandino anni 80/90 ;FIAT;Panda;positivo;;;;;;;;;;;;
Consiglio acquisto Giulietta;https://forum.quattroruote.it/threads/consiglio-acquisto-giulietta.119786/page-3;06/02/2019 00:00;sansecondo2010;"""Ma la mancata consegna dell'auto oltre il termine concordato non rientra nella giusta causa per rescindere e avere indietro la caparra?""";Si nel contratto FCA dopo 4 settimane oltre il termine di consegna ;Alfa Romeo;Giulietta;neutro;;;;;;;;;;;;neutro
NON ACQUISTATE COME ME una Subaru BIFUEL!!!;https://forum.quattroruote.it/threads/non-acquistate-come-me-una-subaru-bifuel.23250/page-11;26/02/2015 00:00;steu851;'Ciao a tutt ho una subaru legacy bifuel con un problema che non riesco a risolvere e sono stanco di spender soldi cambiando pezzi a vanvera! Si accende la spia motore + cruise contro a cas e sempre a caso la macchina funziona 3-4 giorni si e 3-4 n ha un vuoto dai 2500 ai 3000 gir ho cambiato la sonda lambda e anche le candel i meccanici ipotizzano problemi al catalizzatore o al dibimetro ma prima di spendere altri soldi vorrei sapere se ne vale la pena.. avete consigli? Grazie';per prima cosa viaggia per un po' solo a benzina almeno un pieno se i problemi spariscono c'è qualcosa che non va nella parte GPL rivolgiti ad un installatore ufficiale BRC che nonostante passino gli anni di GPL i meccanici delle concessionarie continuano a capirci poco ;Subaru;Legacy;neutro;;;;;;;;;;;;negativo
Compatibilità cerchi f11;https://www.bmwpassion.com/forum/threads/compatibilit%C3%A0-cerchi-f11.333715/;31/01/2005 00:00;Mauretto;;Ciao ragazzi domanda:sapete dirmi quali con quali altre bmw sono compatibili i cerchi di serie 5 f11 ? grazie ;BMW;Serie 5;neutro;;;;;;;;;;;;
C-HR: sta arrivando.;https://forum.quattroruote.it/threads/c-hr-sta-arrivando.106124/page-8;05/12/2016 00:00;XPrience74;;Beh la tipo in questione faceva ( fa ? ) proprio parte di una specifica offerta promozionale... ;FIAT;Tipo;neutro;;;;;;;;;;;;
Alfa 159 nuove foto;https://www.bmwpassion.com/forum/threads/alfa-159-nuove-foto.11826/page-18;22/11/2004 00:00;Roger84;'ormai con alfa...finchè non vedo a listino non credo! ne hanno sparate già tante di boiate negli ultimi anni...';nn mi sembra tanto sproporzionato ! ! ! ! 200 cv per un 2.4 sono parecchi ! ! ! ! ;Alfa Romeo;159;positivo;;;;;;;positivo;;;;;
RIVENDITORI SENZA SCRUPOLI;https://forum.quattroruote.it/threads/rivenditori-senza-scrupoli.92109/;12/11/2014 00:00;nikotizio;;Grazie per l'informazione ma allo stato attuale non posso recensire nulla siamo già in causa e abbiamo anche una querela per truffa contrattuale.... quindi visto le cose che andrei a scrivere mi conviene di no ;;;neutro;;;;;;;;;;;;
8C Competizione al Villa d'Este;https://www.autopareri.com/forums/topic/6475-8c-competizione-al-villa-deste?&page=3#comments;27/04/2004 20:09;Ospite;;"capito.. non avevo notato le differenze a parte la gommatura del secondo esemplare ""per le prove"" che doveva montare dei 155 come gomme.. ovviamente scherzo.. una cosa però l'ho vista coi miei occhi: se come dice tu e di sicuro non sbagli questo è l'esemplare di ginevra è funzionante.. al salone svizzero mi ero chinato per vedere il fondo vettura ed era ""usato"" x bene.. ";Alfa Romeo;8C Competizione;neutro;;;;;;;;;;;;
Vecchia guardia...;https://forum.quattroruote.it/threads/vecchia-guardia.118408/page-2;17/09/2018 00:00;mcriscuo;;ecchimeee ............. presente dal lontano 2005 inutile prenderci in giro .... i motivi si sanno fin troppo bene ..... ;;;neutro;;;;;;;;;;;;
Ma la TOYOTA è ancora una casa corretta e affidabile?;https://forum.quattroruote.it/threads/ma-la-toyota-%C3%A8-ancora-una-casa-corretta-e-affidabile.110419/;12/05/2017 00:00;pi_greco;;Per abitudine le schermate relative ad offerte e configurazioni di auto che poi volevo trattare le ho sempre stampate in pdf e poi su carta al momento di recarmi in conce ;Toyota;;neutro;;;;;;;;;;;;
Volkswagen Golf VI (Topic Ufficiale - 2008);https://www.autopareri.com/forums/topic/29826-volkswagen-golf-vi-topic-ufficiale-2008?&page=14#comments;07/08/2008 10:16;F . P i ë c h;;ce l'ho più di così... la Bravo è un'auto che mi piace molto e che apprezzo per un design innovativo fresco sportivo veramente una bella auto fuori e dentro la plancia l'ho definita una delle migliori che Fiat ha prodotto dopo quella della barchetta ( che era stupenda ) ... quello che ho scritto è che i dettagli fanno la differenza e se vuoi ti elenco alcuni dettagli che su Bravo non sono curati come lo sarebbero su una VW... vi invito a leggere bene i post che lascio io non ho parlato di opulenza e dotazione degli interni quanto di QUALITA' ed intendo prevalentemente quella percepita che è ancora diversa dalla qualità reale. difficile che io possa criticare una Fiat tanto per criticarla in quanto Fiat se le critico è solo perchè so che potrebbero fare meglio di questa Golf non mi interessa neanche non compererò mai una Golf non tanto perchè VW quanto perchè non mi è mai piaciuta... e anche se è un simbolo dell'automobilismo... ma chi se ne frega ! Apprezzo la qualità percepita con cui VAG si è imposta perchè spesso la sogno sulle italiane ma per il resto continuerò sempre ad essere porta bandiera del made in Italy ! ( con licenza di critica ) ;FIAT;Bravo;positivo;;positivo;positivo;;;;;;;;;
Eccola La Mia Belva;https://www.bmwpassion.com/forum/threads/eccola-la-mia-belva.83839/page-4;19/08/2007 00:00;Damiano;;"si style 68 M...in realta sono un 7.5 et 41 e 8.5 et 50...sono gli unici 17"" differenziati credose davanti monti un canale 8 et 34 sono 7mm di et + 6mm di canale ( -13mm ) dietro mantenedo l'8.5 ma con et 37 hai sempre i -13mm ";;;neutro;;;;;;;;;;;;
Honda Jazz 2016;https://forum.quattroruote.it/threads/honda-jazz-2016.105429/page-3;06/08/2016 00:00;raw2;;sic transit gloria mundi ( et naturalis aspiratio motor ) . Ti rendi conto di quanto sei stato fortunato ? ;Honda;Jazz;neutro;;;;;;;;;;;;
916 Coupè/Spider: un modello da riscoprire;https://forum.quattroruote.it/threads/916-coup%C3%A8-spider-un-modello-da-riscoprire.60891/page-9;29/02/2012 00:00;alexmed;;Curiosità sui consumi medi per Spider 2.0 TS come la mia da spritmonitor.de: http://www.spritmonitor.de/en/overview/1-Alfa_Romeo/1-Spider.html ? constyear_s=1994&constyear_e=2006&power_s=110&power_e=120 9 27 litri per 100 km ovvero 10 79 km/l. Si vede proprio che sono uomo col cappello perché mediamente sto sui 12km/l. anzi a volte ho pure consumato di meno. :O :O ;Alfa Romeo;Spider;neutro;;;;;;positivo;;;;;;
Saab 9-3 T Mica da ridere;https://www.bmwpassion.com/forum/threads/saab-9-3-t-mica-da-ridere.41719/;16/10/2006 00:00;Maicol;;Ieri sono andato con un cliente ad Alessandria.Ottimo passa da me con una saab 9-3 sw T.Bene ero scettico sapete che è una gran macchina ! La chiave di accensione è in mezzo ai sedili e già mi fa simpatia come la smart ! Dentro è comodo ben rifinta belle plastiche silenziosa.Il motore spinge non è un mostro di rabbia ma i 210 cv si sentono.Non pensavo che fosse così bella è ben piazzata a terra rigida al punto giusto non beve come un aereo ( sembra ) .Insomma bella macchina interni belli ( strani ) bei sedili in pelle sembra molto solida.Si devo dire che la promuovo. Chi di voi ne ha provate di saab ? mi incuriosisce ! ciao ! ;Saab;09-mar;positivo;;positivo;;;positivo;positivo;positivo;;;;;
Costi manutenzione Opel;https://forum.quattroruote.it/threads/costi-manutenzione-opel.106732/;30/10/2016 00:00;NDR;;Con la mia Avensis 1.8 benzina 129 cv 130.000 Km sono stato fruitore del servizio assistenza Toyota per oltre 10 anni sempre presso le concessionarie ufficiali e devo dire che al momento dell'accettazione mi proponevano il foglio lavoro con gli interventi e il costo totale ivato a parte i soliti rabbocchi/additivi da poche decine di euro non ho mai trovato sostanziali differenze sulla spesa preventivata che devo dire è sempre stata onesta. Addirittura alla mia richiesta di controllare lo stato dei freni con parecchi Km alle spalle mi hanno risposto che non era ancora necessaria la sostituzione invece di approfittarsi dell'occasione. Ora ho preso una Astra k Innovation CDTI 1.6 110cv sperando che la rete assistenza Opel sia altrettanto professionale. ;Toyota;Avensis;positivo;;;;;;;;;;;;molto positivo
Cinghia distribuzione 206;https://forum.quattroruote.it/threads/cinghia-distribuzione-206.98274/;24/08/2015 00:00;jamesT;;Salve ho una 206 1.4 HDI del 2006 con 150.000 Km A quanto va sostituita la cinghia di distribuzione ? Letto diversi chilometraggi su internet ...si va dai 120 mila agli oltre 180 mila . percorro principalmente strade cittadine . ;Peugeot;206;neutro;;;;;;;;;;;;
Honda - I-DCD;https://www.autopareri.com/forums/topic/61909-honda-i-dcd;12/09/2016 20:07;Jazzboy;;Prima o poi sì probabilmente verrà in occasione del restyling che dovremmo vedere fra il 2017 e 2018. E non è detto che questo sistema ibrido arrivi così com'è pare stiano pensando a fare un i-mmd rimpicciolendo quello dell'accord. ;Honda;;neutro;;;;;;;;;;;;
1001 vs 420;https://www.bmwpassion.com/forum/threads/1001-vs-420.50726/;11/11/2005 00:00;996GT3;'Non ho parole per descrivere quella oscenità che è la Bugatti!';http://www.youtube.com/watch ? v=VEL5ABddZ0kM3 vs Veyron in accelerazione ! ! ;Bugatti;;positivo;;;;;molto positivo;;;;;;;
preventivo bmw con sorpresa welcome pack;https://forum.quattroruote.it/threads/preventivo-bmw-con-sorpresa-welcome-pack.111392/;16/07/2017 00:00;arizona77;'oggi mi sono recato in una concessionaria bmw perchè sono intenzionato al acquisto di una serie 2 nel preventivo proposto mi sono trovato ben 890 euro descritti come welcome pack bmw e dopo mia richiesta spiegazioni il venditore ha detto che si trattava di tasse varie e dopo che erano spese x la lucidatura dell.auto già comprese secondo me nella messa in strada di circa 500 euro. Cercando in internet ho scoperto che potrebbe essere un kit offerto dalla bmw di portachiavi torcia estintore e che qualche concessionario tenta di far pagare.....ma il venditore nega e insiste che sono da pagare Qualcuno ha avuto lo stesso trattamento?';"Seppur con altro nome.... Anche "" peggio "" ";BMW;Serie 2;negativo;;;;;;;;;;;;molto negativo
Proposta Lancia..su base Fiat;https://forum.quattroruote.it/threads/proposta-lancia-su-base-fiat.110015/;20/04/2017 00:00;ml14;;"Penso che sarebbe l'ennesima offesa fatta ad un marchio che sinceramente non la merita. Meglio la chiusura a questo punto. Volevo chiudere con quelle parole ma voglio aggiungere anche questo chiedo anticipatamente scusa per i toni in particolare a 1o100 assolutissimamente nulla di personale ma da autentico lancista io certe bestialità non le voglio nemmeno sentire....costi di produzione bassi ? Poche modifiche ? Ma ci rendiamo conto che la troppa omologazione al basso della Lancia nei confronti di Fiat è stata proprio quello che l'ha ammazzata e seppellita ? Vi ricordereste della Delta se non fossero esistiti i rally e l'Integrale ? No sarebbe stata una versione più sciccosa della Ritmo ! Se la Thema fosse stata un ricarrozzamento senza pretese della Croma ne avrebbero vendute così tante ? Se la Delta II avesse avuto materiali e componentistica migliore della Tipo ed allestimenti di conseguenza oltre a versioni sportive degne della ""mamma"" Delta credete che sarebbe stata il flop che è stata ? Se la k fosse stata costantemente aggiornata e rifinita ed avesse avuto materiali da ammiraglia avrebbe affossato Lancia ? Riflettiamoci.... ";Lancia;;negativo;negativo;;;;;;;;;;;
Porsche mantieni-carica 2;http://www.porschemania.it/discus/messages/22971/566195.html?1311931924;25/07/2011 19:02;redfox;;Molto meglio ricaricare per qualche ora una batteria un p\xf2 scarica che mantenere il livello di carica costante. I concessionari direbbero qualsiasi cosa per vendere o per accondiscendere il cliente.... In questo 3D avevo puntualizzato l'argomento spiegando tecnicamente i motivi: http://www.porschemania.it/discus/messages/22971/505989.html;Porsche;;neutro;;;;;;;;;;;;negativo
Alfa 159JTD TST;https://www.bmwpassion.com/forum/threads/alfa-159jtd-tst.45051/page-2;12/07/2006 00:00;fasolini6;"'gi non potete capire cosa significhi (specialmente per me) guidare un'auto ""di serie"" prettamente turistica che foraggia polvere al 99% del parco auto circolante anche con un cambio automatico che in D sembra quello delle corriere'";"già non potete capire cosa significhi ( specialmente per me ) guidare un'auto ""di serie"" prettamente turistica che foraggia polvere al 99% del parco auto circolante anche con un cambio automatico che in D sembra quello delle corriere ";Alfa Romeo;159;positivo;;;;negativo;positivo;;;;;;;
Che ne pensate della nuova Audi A5 turbodiesel?;https://www.bmwpassion.com/forum/threads/che-ne-pensate-della-nuova-audi-a5-turbodiesel.37292/;28/06/2006 00:00;xluigi;"""Io penso che se avessi un 335d eviterei di ingarellarmi con una A5 TDI. E' brutto rubare le caramelle ai bambini.""";GASOLIO DA RECORD Quanto ai diesel tra i motori disponibili al lancio ci sarà il 3.0 TDI turbodiesel V6 da 240 cv con 550 Nm di coppia massima velocità massima di 250 km/h e un tempo di accelerazione 0-100 km/h di soli 5 9 secondi. Il tutto con una percorrenza media di 13 8 km/l. ;Audi;A5;positivo;;;;;molto positivo;positivo;;;;;;
