Titolo,URL,Timestamp,User,(Testo Citato),TESTO,Costruttore,Modello,Brand,Interni,Esterni,Meccanica,Prestazioni,Consumi/Autonomia,Motore,Elettrico,Fuoristrada,Elettronica di Bordo,Manutenzione,Assistenza/Concessionari
Ciao a tutti !!!,https://www.bmwpassion.com/forum/threads/ciao-a-tutti.331468/,2005-01-31 00:00:00,Mauretto,,Ciao mi chiamo Gianluigi vengo dalla regione Veneto e sono venuto a conoscenza di questo sito tramite:- Motore ricerca Sono possessore di una 420d grancoupe xDrive msport anno 2017 km 25000 la mia prima bmw ! ! GraZie per avermi accettato in questa comunità ,,,,,,,,,,,,,,
Prenotato Q7,https://forum.quattroruote.it/threads/prenotato-q7.113342/,2018-07-10 00:00:00,giuliogiulio,,Hai comprato sicuramente uno dei prodotti più completi che il mercato sia in grado di offrire in questo momento. Goditela. ps. la tua famiglia è risposta alla crescita demografica 0 ,,,,,,,,,,,,,,
Jeep Renegade 2014,https://www.autopareri.com/forums/topic/56342-jeep-renegade-2014?&page=275#comments,2014-12-19 08:39:04,tosodj,,ciao vorrei capire com'è la qualità degli interni...io vengo da Lancia...siamo a livello delle tedesche ? ,,,,,,,,,,,,,,
Ricaricare in emergenza auto elettrica da altra EV,https://www.forumelettrico.it/forum/topic5613.html?sid=9b3d6660a00250109c0902db2fb0b90b,2019-05-12 14:37:00,aZoenzo,,È una caratteristica pubblicizzata della Sion ma non si sa quando sarà in vendita.,,,,,,,,,,,,,,
Mercedes-AMG GT4 2018,https://www.autopareri.com/forums/topic/64646-mercedes-amg-gt4-2018?&page=2#comments,2018-03-05 15:39:39,skizzo_85,,sto malissimo ,,,,,,,,,,,,,,
SPOT alfa gt,https://www.autopareri.com/forums/topic/17964-spot-alfa-gt?&page=4#comments,2006-01-11 20:09:31,select,,esatto... o al limite mettere il 2.8jts... almeno e un 6cilindri e 230cv che grazie al peso minore dovrebbe avere prestazioni identiche al 3.2 attuale... ,,,,,,,,,,,,,,
La Domenica dell'Alfa 75,https://www.autopareri.com/forums/topic/6620-la-domenica-dellalfa-75?&page=3#comments,2004-05-07 19:14:44,Zencar,,"Tu continua ad andare in giro ""allegro"" e un bel giorno potresti trovare un muro sbattere ""allegramente"" contro il tuo naso caro amico. Senti io non sono un ottantenne che guida la sua Duna con il cappello in testa... Anche a me piace la sportività e la macchina che ho in garage è la prova più evidente di ciò. Quello che vi contesto è il fatto che esiste un insieme di regole per il corretto uso dei veicoli e della strada ( che è di tutti e non solo vostra quindi anche del nonnetto con il cappello... ) e che viene chiamato ""Codice della Strada"" ne hai mai sentito parlare ? Se volete divertirvi a correre fatelo pure ! Ci mancherebbe ! La vita è vostra e siete liberi di farne ciò che volete... Ma fatelo in una pista ( come farò io stesso molto presto ) dove rischierete di meno e soprattutto non metterete in pericolo la vita di altre persone innocenti che invece la strada la usano sì ma so che può sembrare incredibile alle vostre orecchie soltanto per spostarsi da un punto all'altro... da casa a scuola all'ufficio al supermercato... Fare i gradassi per le strade dimostra soltanto la vostra immaturità e il fatto che siete davvero molto piccoli se pensate che essere dei tipi tosti significhi soltanto pigiare a tavoletta un pedale... Sai quante ""sfide"" mi hanno lanciato ai semafori tipi come te su utilitarie o medie ribassate minigonnate alettonate e magari persino addobbate come alberi di Natale da quando ho la Modena ? Ho perso il conto... Credi che abbia mai raccolto la ""sfida"" ? Credi davvero che un proprietario di Ferrari raccolga sfide così ? Le sfide che mi piace raccogliere nella vita sono ben altre... E per la cronaca... finora le ho vinte tutte compresa quella di comprarmi un gioiello nero chiamato Ferrari pur essendo nato in una famiglia di umili e onesti operai. ",,,,,,,,,,,,,,
Legge di stabilità..ecco perché Renzi si definisce rottamatore,https://www.bmwpassion.com/forum/threads/legge-di-stabilit%C3%A0-ecco-perch%C3%A9-renzi-si-definisce-rottamatore.243850/page-39,2009-05-27 00:00:00,Vinz,,Eh i problemi per ora ci sono anche qui in Veneto perché non si riesce a cavare un ragno dal buco. Al call center della regione ripetono a nastro quanto detto nel post sopra cioè che c'è il bucio legislativo e si deve pagare intero mentre alcuni interessati che ho avuto modo di sentire dicono che non è così e di aspettare. Nel frattempo ( se sta merdosa tassa di possesso si fosse costretti a pagarla con la forza ) la sanzione e gli annessi merdosi interessi crescono ,,,,,,,,,,,,,,
Suggerimento Forester - Levorg,https://forum.quattroruote.it/threads/suggerimento-forester-levorg.120501/page-23,2019-03-01 00:00:00,U2511,'Maannnnoooo dopo tanti.anni di forum sappiamo bene come è facile spiegarsi male o capire peggio... comunque una Subaru sarebbe perfetta con il.corpovettura e comandi Volvo...IMHO...',"Il ""sono"" non era da intendersi ""io sono"" ma ""loro ( Subaru ) sono da curare"" ",,,,,,,,,,,,,,
domande per renault_it,https://forum.quattroruote.it/threads/domande-per-renault_it.4781/page-5,2009-07-01 00:00:00,ShocKResisT,"Poi leggo su 4ruote l'articolo del Tubo mucca e successivamente tutti i messaggi del forum da cui sembra che il motore della megane abbia qualche problemino.... mi sai indicare dove si lamentano problemi al motore? e quale versione sarebbe l'incriminata? ""Poi leggo su 4ruote l'articolo del Tubo mucca e successivamente tutti i messaggi del forum da cui sembra che il motore della megane abbia qualche problemino.""",la versione incriminata è il 1.5 diesel 110cv ha problemi di rumorosità causati dal tubo di ritorno del gasolio. Sembre che l'abbiamo risolto ma visto che il rumore si amplifica col freddo secondo me è presto per cantare vittoria. ,,,,,,,,,,,,,,
Consiglio professionale,https://forum.quattroruote.it/threads/consiglio-professionale.101026/,2015-12-20 00:00:00,fabiologgia,"Io non ho mai avuto quell'auto quindi non ho esperienza personale in merito.... Appunt lascia parlare chi ce l'ha da quasi 2 anni e che la usa molto spesso a bassi regimi (anche sotto i 2000). E che è molto esigente sull'erogazione ai bassi regim visto il suo stile di guida. Cioè me! Chi legge le lamentele sui forum senza avere un'esperienza dirett facilmente ha una percezione distorta della realtà. Se 10 persone su un forum si lamentano di un difett è chiaro che questo dà impressione su chi legge che quasi tutte le auto di quel tipo abbiano quel difetto... ma è facile dimenticarsi delle altre centinaia (o migliaia?) di utenti che non riscontrano il difetto. Io frequento un forum dedicato a Mazda molto più esteso di quest e non nego che ci siano diversi casi simili segnalati... ma se li vai a contar sono sempre una parte molto marginale rispetto al totale. ""Io non ho mai avuto quell'auto quindi non ho esperienza personale in merito.""",Per esprimere un parere sull'opportunità o meno di intentare una causa legale ( perchè è QUESTO il dubbio di chi ha aperto il thread ) NON c'entra proprio NULLA avere o meno una Mazda. Se il forumista ha un problema di erogazione ha mille modi per farselo risolvere o per cercare di farlo presso chi elabora centraline. Ma se chiede un consiglio su una causa da intentare potrebbe trattarsi di Mazda come di Ford o Peugeot non cambia nulla la risposta è sempre NO. Per poter esistere un vizio di conformità deve prima di tutto esistere una conformità. Per poter esistere una conformità devono prima di tutto esistere dei parametri oggettivi di valutazione ed un criterio di conformità. Siccome NON esiste alcun criterio oggettivo di conformità NON può esistere alcun vizio di conformità. La causa è destinata alla sconfitta totale con addebito delle spese legali. Saluti ,,,,,,,,,,,,,,
Alfa 159 SW,https://www.bmwpassion.com/forum/threads/alfa-159-sw.19656/page-17,2004-09-07 00:00:00,996,,E con una discreta vincita al Super Enalotto ? ,,,,,,,,,,,,,,
Jeep Grand Cherokee fallisce il Test dell'Alce rischiando il ribaltamento? Non più... (03-01-2014),https://www.autopareri.com/forums/topic/47947-jeep-grand-cherokee-fallisce-il-test-dellalce-rischiando-il-ribaltamento-non-pi%C3%B9-03-01-2014?&page=31#comments,2012-07-14 10:37:08,justjames,,Che cavolo c'entra FIAT ? Il GC è roba Chrysler con componentistica Mercedes già bella che impostata quando è arrivata FIAT...e la colpa è di FIAT ? Casomai è un ( bel ) brutto segnale del livello infimo di Chrysler semmai ce ne fosse stato bisogno. Ah...viste le evidenze la gente che ha redatto il libretto di uso e manutenzione più il responsabile buontempone della comunicazione di Chrysler dovrebbero essere invitati a cercarsi un altro lavoro da SM in persona ,,,,,,,,,,,,,,
Alfa Romeo MiTo Bloggers Day - High Level Experience (Resoconto a Pag.1),https://www.autopareri.com/forums/topic/35593-alfa-romeo-mito-bloggers-day-high-level-experience-resoconto-a-pag1?&page=26#comments,2009-10-26 14:46:19,Arcy79,,guarda non potrei essere più d'accodo di cosi:mrgreen: Comunque noto in tutti voi un ritornato entusiasmo sopratutto in queli che vivono e sanno di Alfa Romeo probabilmente molto più di tutti i capoccioni Fiat messi insieme e che il prodotto Mito sopratutto dopo le varie migliorie ( cambio e motori ) sembra essere finalmente molto vicino a quel concetto di auto del biscione da noi tutti auspicata. ,,,,,,,,,,,,,,
RX 450H uso del navigatore satellitare !!!,https://forum.quattroruote.it/threads/rx-450h-uso-del-navigatore-satellitare.14566/page-2,2015-08-03 00:00:00,Gufo86,,Grazie per la risposta Però dorso mi sono spiegato male Allego una foto di come è la radio. Mi si è bloccata su questa schermata Attached files /attachments/1983666=46086-image.jpg ,,,,,,,,,,,,,,
skoda-storyboard,https://forum.quattroruote.it/threads/skoda-storyboard.105853/page-2,2019-01-17 00:00:00,miki15,,è questa che sarà... https://www.skoda-storyboard.com/en...aqKE4LMvUKeavHtVbY1ihL9XBZ9lB66cPO6AXGhxFMz3k ,,,,,,,,,,,,,,
Cambio automatico,https://forum.quattroruote.it/threads/cambio-automatico.122500/,6 Maggio 2019 alle 17:47,Ax-80,,Ma a dir la verità metti in D e va da solo. Infinitamente più facile del manuale. Tu freni e acceleri. Stop. ,,,,,,,,,,,,,,
Alfa Romeo Giulietta M.Y. 2016,https://www.autopareri.com/forums/topic/60562-alfa-romeo-giulietta-my-2016?&page=97#comments,2018-09-12 11:31:46,Bosco,,Di solito piu costa piu e migliore 😶 ,,,,,,,,,,,,,,
Antipasto di Civic X (USDM),https://forum.quattroruote.it/threads/antipasto-di-civic-x-usdm.95343/page-36,2016-10-08 00:00:00,lerobert,"""c'è poi da considerare che i nuovi motori Honda saranno praticamente tutti sovralimentati perciò cosa cavolo servono tutti questi rapporti quando la buona FataTurbina sopperisce sempre e di buon grado alla mancanza di coppia degli aspirati ?.""",Forse ma azzardo la castroneria ad ottimizzare il salto/caldo di giri da marcia a marcia e a tenere il motore sempre dentro il regime di funzionamento minimo del turbo. Tornare a 5 no ma 11 sempre tante sembrano. ,,,,,,,,,,,,,,
Frenata rigenerativa che si interrompe se si prende una buca,https://www.forumelettrico.it/forum/con-epedal-si-interrompe-improvvisamente-la-frenata-t5619-10.html?sid=6f38a7c1a4434fceeaadf14850b7b836&sid=6f38a7c1a4434fceeaadf14850b7b836,"ieri, 8:59",marco,,Neanche io ci ho mai fatto caso in 4 anni di auto elettrica: ma giusto per fare un test in città forse si potrebbe provare con un dosso rallentatore ? Oppure il dosso/buca lo deve prendere solo una delle due ruote e l'altro no ? ,,,,,,,,,,,,,,
916 Coupè/Spider: un modello da riscoprire,https://forum.quattroruote.it/threads/916-coup%C3%A8-spider-un-modello-da-riscoprire.60891/page-8,2012-02-21 00:00:00,alexmed,'essendo euro 1-2 il prezzo del bollo è abbastanza elevato (molto alto per le V6 beve parecchio (e con il costo odierno della benzina....) e sinceramente non a tutti piace.',"Se parliamo di 916 sono tutti dall'euro2 in poi. Diciamo che se uno fa come me e si tiene l'auto per ""gioco"" il costo più grosso è l'assicurazione. La manutenzione ordinaria la faccio io da solo e quindi poca spesa... solo la cinghia di distribuzione bisogna tenerne conto e sono circa mille euro ogni 5 anni che faccio fare in Alfa Romeo. Il bollo la regione Lombardia ( ma è l'unica regione in Italia a far ciò ) me lo ha esentato ( mi hanno accolto la domanda la settimana scorsa ) . Di benzina andando a spanne: 4mila km all'anno. 12km/l= 333 litri. Ammettiamo arrotondando 2 euro al litro... totale 670 euro all'anno. Di assicurazione pago circa 880 euro all'anno... ma l'anno prossimo mi sa che tolgo qualcosa tipo il furto. L'assicurazione la blocco almeno 4 mesi all'anno e quindi una polizza mi dura 16 mesi. Comunque sì per me son minimo circa 2mila euro all'anno per un'auto ""inutile"". Certo se prendi la v6 salgono i costi magari sono 3mila euro all'anno invece che 2mila. ",,,,,,,,,,,,,,
ypsilon hf turbo?,https://www.autopareri.com/forums/topic/1887-ypsilon-hf-turbo,2003-09-17 19:09:35,126/131,,.....che bello ,,,,,,,,,,,,,,
la batcaverna 635csi &co,https://www.bmwpassion.com/forum/threads/la-batcaverna-635csi-co.85405/page-314,2010-09-15 00:00:00,catanese78,,Buongiorno prima di tutto complimenti al padrone di casa ! auto stupende Visto che si parlava di E23..qualcuno mi sa dire qualcosa su questa ? mai vista prima d'ora ,,,,,,,,,,,,,,
Mercedes-Benz CLS 2018,https://www.autopareri.com/forums/topic/64100-mercedes-benz-cls-2018?&page=11#comments,2019-05-03 13:55:37,Beckervdo,,Aggiornamento per la CLS che vede il debutto del 4 cilindri 2.0 litri diesel da 194 CV che muove la CLS 220d. Tutta la gamma della CLS è certificata Euro6d-Temp compresi i modelli ibridi CLS 350 CLS 450 ed E53 AMG. Con il kit AMG line si guadagna un labbro anteriore più sportivo ed un cofano maggiormente bombato. Il Comand NTG5.5 ora riceve solo un aggiornamento over-the-air 2 volte l'anno ( invece di 4 volte ) . ,,,,,,,,,,,,,,
Capote che non si chiude bene... ,http://www.porschemania.it/discus/messages/502415/694631.html?1404663518,2014-05-18 09:12:00,bobby,,Non \xe8 proprio un fuori sede \xe8 semplicemente la guarnizione che si sposta leggermente....\xe8 solo quella interna che sposti con le mani e non \xe8 nulla....a meno che... 1 non senta rumore di aria che entra superata una certa velocit\xe0...di solito130/150km all'ora....a questo punto far controllare anche la battuta del finestrino 2 guardando da fuori attraverso il finestrino chiuso e vedi che la guarnizione che batte su quest'ultimo \xe8 storta... 3 mettendoti davanti alla macchina e facendola azionare da una seconda persona tu veda che la capote sale e scende non in maniera simmetrica in quel caso potresti avere una delle boccole di plastica semi rotta o rotta....e per questo avere un tirante solo che funziona sbilanciando il tutto...in questo caso sei vicino alla rottura anche della seconda che da sola sforza in maniera troppo eccessiva...,,,,,,,,,,,,,,
Porsche apre alla compatibilità con Android Auto su alcuni modelli - HDmotori.it,http://www.hdmotori.it/2018/12/27/porsche-android-auto-data-modelli/,2018-12-27 12:39:00,Jezuuz,,Finalmente ora posso acquistarne una non aspettavo altro...,,,,,,,,,,,,,,
Nissan Juke 2010,https://www.autopareri.com/forums/topic/37057-nissan-juke-2010?&page=20#comments,2010-11-09 00:55:02,mary1980,,Benvenuto tra noi........... ) ) ) ,,,,,,,,,,,,,,
FPT - 1.9 MultiJet TST (Biturbo),https://www.autopareri.com/forums/topic/24111-fpt-19-multijet-tst-biturbo?&page=26#comments,2007-06-11 21:54:36,etr650,,Ogni settimana spuntano motori con cilindrate/potenze/omologazioni diverse non si capisce più niente... ,,,,,,,,,,,,,,
Alfa Romeo Giulietta (Topic Ufficiale - 2009),https://www.autopareri.com/forums/topic/36127-alfa-romeo-giulietta-topic-ufficiale-2009?&page=508#comments,2010-03-19 23:48:16,skizzo_85,,"il solito competizione da 2 milioni di dollari. l'unico ""metallizzato"". ",,,,,,,,,,,,,,
Audi A5 Sportback 2017,https://www.autopareri.com/forums/topic/61875-audi-a5-sportback-2017?&page=3#comments,2016-09-09 05:19:57,Robert1,,A livello prezzi come si posizionerà rispetto ad A5 Coupé ? Ricordo che la vecchia SB era circa 500 euro sotto... Buona idea a mio avviso...in proporzione si venderanno almeno il doppio di SB rispetto a coupé. E così la SB diventa l'alternativa sexy alla A4 berlina come la 4gC lo è per la serie 3. ,,,,,,,,,,,,,,
[OT] ma nostalgic - Mercedes 350 SLC 1972,https://www.bmwpassion.com/forum/threads/ot-ma-nostalgic-mercedes-350-slc-1972.123266/page-4,2010-01-02 00:00:00,pierbmwhonda,"""Grazi sei molto gentile. :wink:In effetti nei suoi 38 anni di servizio è stata usata per soli 59000 Km e tenuta veramente bene. E' sempre stata di proprietà di una famiglia Torinese molto conosciuta nel mondo per la sua azienda di caffè. Dopo averne viste alcun non ruscivo a trovare l'esemplare che mi soddisfacess per un motivo o per un'altro le vetture avevano sempre quel qualcosa che non mi andava (purtroppo sono molto pignolo). Vista questa è stato amore a prima vista. :wink:""","Leggendovi sto pensando di ricomprarmi la mia SLK230.Adesso è nel Lazio... chissà come sta. Questa è una foto poco prima di venderla: http://picasaweb.google.it/cronosdata/SLK230Kompressor#5029492068754820402E' del '98: dopo quanto tempo diventa ""storica"" ? ",,,,,,,,,,,,,,
Prova Alfa Romeo Giulia 2.2 Turbodiesel 180 CV AT8 - Le impressioni degli utenti,https://www.autopareri.com/forums/topic/61430-prova-alfa-romeo-giulia-22-turbodiesel-180-cv-at8-le-impressioni-degli-utenti?&page=6#comments,2016-08-15 08:00:26,Cosimo,,logico che la disposizione meccanica conta ma io l’ho trovato leggero anche rispetto alla classe C. Con il servosterzo elettrico puoi scegliere il carico che vuoi io l’avrei fatto un pelo più pesante ma son gusti. Ad esempio quando ero stanco su bravetta mettevo in dinamic proprio per questo motivo. So di non rappresentare la maggioranza dei guidatori ,,,,,,,,,,,,,,
Consiglio acquisto gomme 4 stagioni,https://forum.quattroruote.it/threads/consiglio-acquisto-gomme-4-stagioni.119011/,2018-10-22 00:00:00,Ax-80,'non so... di certo se le paragoni a estive o invernali... montate su punto e brava...',Impressioni loro io direttamente non so ,,,,,,,,,,,,,,
consumi/impressioni dacia duster 1.5 cdi,https://forum.quattroruote.it/threads/consumi-impressioni-dacia-duster-1-5-cdi.41714/page-8,2011-01-05 00:00:00,zero c.,"Mi spieghi da quand esattament i dischi al retrotreno sarebbero diventati ""fondamentali"" per la ""sicurezza""? :shock: Cordiali Saluti Fulcrum... Guarda secondo me non sono fondamentali. Molto dipende dal peso dell'auto e dalla destinazione del mezzo. Su una citycar o su una segmento B ci possono anche stare (velocità di crociera ridott masse contenute...). L'importante è non cercare di sovvertire la realtà: - l'impianto con quattro dischi è migliore sotto TUTTI i punti di vista (tranne i cost forse e dico forse perchè potrebbe dipendere solo dal carry-over) - la scelta dei tamburi al posteriore è una scelta di esclusiva economia fatta della casa ""a danno"" del cliente Ovviamente è una scelta legittima di ""design to cost"". Ma non è detto che quello che viene propinato sia da avvallare a occhi chiusi. IMHO è un punto di debolezza della Duster in un quadro abbastanza lusinghiero sulla validità del prodotto rispetto al prezzo d'acquisto. 'Mi spieghi da quand esattament i dischi al retrotreno sarebbero diventati ""fondamentali"" per la ""sicurezza""? :shock: Cordiali Saluti Fulcrum'",diciamo che se la UE servisse a qualcosa potrebbe imporre l'uso dei 4 dischi sulla produzione comunitaria lasciando i tamburi a più consone produzioni asiatiche ( continentali ) ... ,,,,,,,,,,,,,,
esame statico 159,https://www.autopareri.com/forums/topic/15353-esame-statico-159?&page=10#comments,2005-09-25 08:01:43,Stefano73,,Una piuma.... Tornando a discorsi seri non da venditori di fumo... dato che l'auto sono 6 mesi che la fate vedere si sa qualche dato sulle prima pre-vendite e le motorizzazioni preferite ? ,,,,,,,,,,,,,,
Fiat 500L Trekking 2013,https://www.autopareri.com/forums/topic/49689-fiat-500l-trekking-2013?&page=67#comments,2014-04-12 15:14:15,Regazzoni,,Esemplare nero con tetto argento esposto al Motorvillage. Cafonazzo quanto basta. ,,,,,,,,,,,,,,
Citroen C1,https://www.bmwpassion.com/forum/threads/citroen-c1.22366/,2004-12-28 00:00:00,DjMarvel,,Oggi visto da vicino due C1: una nera e una blu entrambi metalizzati. Lasciamo stare il discorso sull'economia pazzesca con cui sono costruite e al caro prezzo con cui sono vendute ( tutte 3 le gemelline C1/107/Aygo ) ma devo ammettere che esteticamente non erano maluccio anzi eranano parecchio carine. Nonostante fossero un allestimento base perchè non avevano i cerchi in lega. Da voi ne girano ? ,,,,,,,,,,,,,,
Chi sono? Mi presento,https://forum.quattroruote.it/threads/chi-sono-mi-presento.13/page-68,2012-10-18 00:00:00,clausto2376,,grazie e auguri per il compleanno. ,,,,,,,,,,,,,,
Possessori di Duster: è ora di fare un resoconto!,https://forum.quattroruote.it/threads/possessori-di-duster-%C3%A8-ora-di-fare-un-resoconto.76457/,2013-03-29 00:00:00,PanDemonio,,http://www.dacia-forum.org/viewforum.php ? f=35 Non è spam ma se disturba cancellate pure. ,,,,,,,,,,,,,,
Colonnina EVAD Fast Falconara Marittima AN Via Umberto Terzi 22 Castelferretti,https://www.forumelettrico.it/forum/colonnina-evad-fast-falconara-marittima-an-via-umberto-terzi-t4179-30.html?sid=5765fdbd0d25aec593244f988887d92f&sid=5765fdbd0d25aec593244f988887d92f,2019-04-26 18:41:00,valbui,,Per non duplicare la risposta di Enel X alla mia segnalazione di guasto alla colonnina la trovate nel post di Serra de' Conti:https://www.forumelettrico.it/forum/post47162.html#p47162A presto,,,,,,,,,,,,,,
Ho visto una Civic X....,https://forum.quattroruote.it/threads/ho-visto-una-civic-x.110431/page-6,2017-06-01 00:00:00,Jazzaro,"'Certo che quella differenza di abitabilità e presumibile affidabilità superiore rispetto al resto del mondo la stai soffrendo parecchio da quello che leggo... Se non fossero ""meno affidabili"" chissà... mi sarei sentito di consigliarti una C-Max 1.0 Ecoboost km0: - Meno Manga - Spaziosa - Pseudo multilink - Turbo - Interni meno plasticosi ...ed infine: miglior rapporto qualità prezzo pure? '",E che ci vuoi fare.. sono abituato a far i conti con conti e sostanza di quello che tocco e non con l'immagine del brand per cui non riesco a dare un plus al marchio Audi o Honda che sia... Poi capirai anche te che venir a parlare di plus di affidabilità ad uno che ha dato via una clio di 10 anni e 270000km senza rogne degne del nome non ha gran presa non ho mollato una disastrosa francese per buttarmi su una favolosa Honda. Poi capiscimi pure te... vengo su questo forum e leggo di meraviglie in ogni dove è chiaro che le aspettative siano poi alte. E se non vengono soddisfatte è naturale che nascano le critiche... ,,,,,,,,,,,,,,
Alfa Romeo Stelvio 2017,https://www.autopareri.com/forums/topic/62477-alfa-romeo-stelvio-2017?&page=125#comments,2017-02-22 16:01:00,TonyH,,La questione dei mini-optional più che per il prezzo ( ma anche perché a botte di 2-300€ il conto fa in fretta a salire ) è che devi prenderti ferie per studiare tutti gli optional per non trovarti la macchina monca perché ti sei dimenticato lo specifico optional. E la cosa si ripercuote sull'usato che la versione o il pacchetto te lo pagano....il resto molto difficilmente. Io sono molto più per gli allestimenti stile Veloce. c'è tutto l'importante. E l'optional è davvero optional. ,,,,,,,,,,,,,,
Subaru Impreza (Topic Ufficiale - 2007),https://www.autopareri.com/forums/topic/22875-subaru-impreza-topic-ufficiale-2007?&page=9#comments,2007-12-19 10:16:50,Giò,,Dipende molto dal metro di giudizio se vai a sentire quelli che dicono che ormai anche in una sportiva ci deve essere navigatore tutto elettrico ( sedile cristalli etc etc ) la VI sicuramnte non lo è. Se invece parli di piacere di guida...comunque anche la 9 non è male. Onestamente a parte la 10 che ritengo accettabile e la 9 quasi accettabile le altre le trovo decisamente brutte esteticamente. ,,,,,,,,,,,,,,
Alfa Romeo 4C,https://forum.quattroruote.it/threads/alfa-romeo-4c.74909/page-81,2013-09-30 00:00:00,albo89,"scusami 170cv ma tu in pista piggi i gomiti?Hai il tempo di guardare i particlari del cruscotto? questo e' lo spirito della macchina che potrebbe anche andare bene per la strada . La parola d'ordine e' piaceredi guida sportiva ai massimi livelli. a chi piace va bene a chi non piace puo' benissimo accomodarsi su altri sedili .... In pista?????? :shock: Ma tu pensi veramente che tutti quelli che acquisteranno la 4c andranno in pista???? beh allora come ho detto prima non ho capito il senso della 4c e nemmeno cosa signifa il piacere di guida sportiva! Per me ""piacere di guida sportiva"" significa avere una macchina sportiva ed avere il piacere appunto di guidarla anche fuori dalla pista visto che di certo non spendo 55.000 euro per poi andare a monza a girare la domenica insieme a fulminati con la golf gti dove ad ogni staccata rischi di farti demolire la macchina! La mia non è assolutamente voglia di fare polemic ma per quella cifra io il cruscotto lo guardo! E non solo il cruscotto! ""scusami 170cv ma tu in pista piggi i gomiti?Hai il tempo di guardare i particlari del cruscotto? questo e' lo spirito della macchina che potrebbe anche andare bene per la strada . La parola d'ordine e' piaceredi guida sportiva ai massimi livelli. a chi piace va bene a chi non piace puo' benissimo accomodarsi su altri sedili .""",e quelli che si son comprati la lamborghini gallardo trovandoci dentro la radio/navi che c'e' anche sulla A3 ? stesso discorso.. come a te a nche a me non piace ma non sono gli unici che riciclano pulsanti/bocchettoni/ecc ecc... e sulla 4c si son limitati solo a bocchettoni e manettino dna per cui sono pure stati creativi ,,,,,,,,,,,,,,
nuovo Patriot,https://forum.quattroruote.it/threads/nuovo-patriot.40711/,2010-11-12 00:00:00,bi555,,allora: sembra che le nuove Patriot siano arrivate alle concessionarie ma che si discostiono da quanto si prevedeva per quanto riguarda interni ed esterni. le foto del nuovo modello che si trovano in rete in realtà non sono quelle delle vetture che sembra siano arrivate alle concessionarie. Esternamente ed internamente la vettura sarebbe identica e se esternamente trovo fosse forse persin più bello il vecchio modello internamente inveceil salto in avanti del MY2011 sembrerebbe notevole. Salto appunto che in realtà non esiste in quanto il volante e tutto il resto rimangono come i vecchi. Speriamo che presto possiamo riavere tutta la gamma colori carrozzeria o almeno un po' dei colori verde blu rosso ( ora invece solo nero e argento ) disponibili per la Patriot in altri stati ed anche internamente poter scegliere almeno tra le due colorazioni nero o beige come quelle delle foto per i rivestimenti. Le lunghe attese per vedere finalmente un modello apprezzabile in materiali e colori con la concorrenza sembrerebbero almeno fin'ora disattese. Invito chiunque sappia qualcosa ad riportare la sua esperienza in quanto attendo la Patriot definitiva dal 2007 ma prima la promessa di interni nuovi poi la mancanza di colori poi l'arrivo dell'euro 5 ed ora la disattesa dei nuovi colori e interni mi fanno ancora titubare. Senza parlare che gira voce avrà ancora vita breve ( 2012 ? ) ,,,,,,,,,,,,,,
PROBLEMA STERZO SU DACIA SANDERO STEPWAY BRAVE TURBO GPL,https://forum.quattroruote.it/threads/problema-sterzo-su-dacia-sandero-stepway-brave-turbo-gpl.114596/,2018-12-04 00:00:00,alberopulos,,Ho preso una DACIA Sandero stepway benzina/gpl da un mese esatto e subito ho notato il problema della deriva verso destra. Stamani sono andato nell 'Officina della Concessionaria e mi hanno detto che questo problema non è un problema perché queste macchine nascono tutte cosi e quindi è normale ! Leggendo qui sul forum noto che il problema fa giustamente arrabbiare molti ma non è possibile affrontare singolarmente la battaglia. Ci vorrebbe un azione Comune per obbligare la Casa madre a riconoscere il problema per TUTTI ,,,,,,,,,,,,,,
novità gruppo fiat al motorshow di bologna,https://www.autopareri.com/forums/topic/20607-novit%C3%A0-gruppo-fiat-al-motorshow-di-bologna?&page=5#comments,2006-11-21 12:12:15,Stefano73,,Bè fiat aveva venduto il lingotto a cazzola... ,,,,,,,,,,,,,,
Vista e provata alfa 159,https://www.bmwpassion.com/forum/threads/vista-e-provata-alfa-159.15376/page-11,2005-01-10 00:00:00,Ottano,,Straquoto ogni cosa ke hai detto ! ! ! ! ! ,,,,,,,,,,,,,,
Ma la Cayennona è comoda?,http://www.porschemania.it/discus/messages/22971/137390.html?1261257542,2009-12-14 07:22:00,macho43,,SCUSATE ma prima di comprarle non le avete provate ? ? ? ,,,,,,,,,,,,,,
Torno in Hondaforse......,https://forum.quattroruote.it/threads/torno-in-honda-forse.109334/,2017-03-15 00:00:00,albelilly,'Causa furto il furto della mia BM (devo attendere ancora 30gg per eventuale ritrovamento e pratiche assicurative) probabilmente acquisterò un modello Honda.Forse h rv .',cavolo ti hanno rubato la macchina ? Mi spiace proprio ! Com'è successo ? Di notte o di giorno ? Raccontaci... ,,,,,,,,,,,,,,
